Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_H,Type_L,Type_M,Temperature Difference,Machine Failure,Horse Power,Machine Failure(2)
1517,39.4,107,False,False,False,False,False,False,False,True,False,9.5,0,59769.8,0
1576,39.6,109,False,False,False,False,False,False,False,False,True,9.400000000000034,0,62409.600000000006,0
1437,51.2,112,False,False,False,False,False,False,False,True,False,9.400000000000034,0,73574.40000000001,0
1457,50.5,114,False,False,False,False,False,False,True,False,False,9.400000000000034,0,73578.5,0
1532,37.5,119,False,False,False,False,False,False,False,True,False,9.399999999999975,0,57450.0,0
1603,32.6,121,False,False,False,False,False,False,False,False,True,9.399999999999975,0,52257.8,0
1563,34.4,124,False,False,False,False,False,False,False,True,False,9.399999999999975,0,53767.2,0
1617,34.5,126,False,False,False,False,False,False,False,True,False,9.300000000000011,0,55786.5,0
1686,26.9,128,False,False,False,False,False,False,False,False,True,9.300000000000011,0,45353.4,0
1382,50.4,131,False,False,False,False,False,False,False,True,False,9.300000000000011,0,69652.8,0
2090,17.8,133,False,False,False,False,False,False,False,True,False,9.200000000000044,0,37202.0,0
1446,44.5,135,False,False,False,False,False,False,False,True,False,9.400000000000034,0,64347.0,0
1533,38.1,137,False,False,False,False,False,False,False,False,True,9.300000000000011,0,58407.3,0
1440,47.6,140,False,False,False,False,False,False,False,True,False,9.400000000000034,0,68544.0,0
1793,25.0,142,False,False,False,False,False,False,False,False,True,9.399999999999975,0,44825.0,0
1517,46.1,145,False,False,False,False,False,False,False,False,True,9.399999999999975,0,69933.7,0
1544,36.0,148,False,False,False,False,False,False,False,True,False,9.5,0,55584.0,0
1321,48.8,150,False,False,False,False,False,False,False,True,False,9.400000000000034,0,64464.8,0
1416,50.9,152,False,False,False,False,False,False,False,False,True,9.400000000000034,0,72074.4,0
1514,40.0,155,False,False,False,False,False,False,False,True,False,9.399999999999975,0,60560.0,0
1304,52.5,157,False,False,False,False,False,False,False,False,True,9.399999999999975,0,68460.0,0
1286,64.9,160,False,False,False,False,False,False,False,True,False,9.5,0,83461.40000000001,0
1483,40.2,162,False,False,False,False,False,False,False,False,True,9.400000000000034,0,59616.600000000006,0
1351,46.9,165,False,False,False,False,False,False,False,True,False,9.400000000000034,0,63361.9,0
1367,52.6,167,False,False,False,False,False,False,False,False,True,9.400000000000034,0,71904.2,0
1721,32.3,170,False,False,False,False,False,False,False,True,False,9.400000000000034,0,55588.3,0
1455,40.4,172,False,False,False,False,False,False,False,True,False,9.399999999999975,0,58782.0,0
1425,49.5,174,False,False,False,False,False,False,False,True,False,9.399999999999975,0,70537.5,0
1672,29.7,176,False,False,False,False,False,False,False,True,False,9.300000000000011,0,49658.4,0
1641,34.6,178,False,False,False,False,False,False,False,False,True,9.300000000000011,0,56778.600000000006,0
1580,37.0,181,False,False,False,False,False,False,False,False,True,9.5,0,58460.0,0
1495,47.4,184,False,False,False,False,False,False,True,False,False,9.5,0,70863.0,0
1994,19.8,189,False,False,False,False,False,False,False,False,True,9.399999999999975,0,39481.2,0
1415,31.8,192,False,False,False,False,False,False,False,False,True,9.5,0,44997.0,0
1725,30.4,195,False,False,False,False,False,False,False,False,True,9.400000000000034,0,52440.0,0
1430,43.4,198,False,False,False,False,False,False,False,False,True,9.400000000000034,0,62062.0,0
1395,48.1,201,False,False,False,False,False,False,False,True,False,9.400000000000034,0,67099.5,0
1435,43.6,203,False,False,False,False,False,False,False,False,True,9.400000000000034,0,62566.0,0
1681,28.6,206,False,False,False,False,False,False,False,True,False,9.5,0,48076.600000000006,0
1451,48.6,208,False,False,False,False,False,False,False,True,False,9.5,0,70518.6,0
1421,47.2,0,False,False,False,False,False,False,False,False,True,9.400000000000034,0,67071.2,0
1444,42.0,3,False,False,False,False,False,False,False,False,True,9.5,0,60648.0,0
1827,23.0,6,False,False,False,False,False,False,False,True,False,9.600000000000025,0,42021.0,0
1374,47.7,8,False,False,False,False,False,False,True,False,False,9.600000000000025,0,65539.8,0
1650,29.6,13,False,False,False,False,False,False,False,True,False,9.600000000000025,0,48840.0,0
1275,60.7,15,False,False,False,False,False,False,False,True,False,9.5,0,77392.5,0
1421,44.6,17,False,False,False,False,False,False,False,True,False,9.5,0,63376.6,0
1557,33.8,19,False,False,False,False,False,False,False,True,False,9.600000000000025,0,52626.6,0
1506,35.2,21,False,False,False,False,False,False,False,True,False,9.699999999999989,0,53011.2,0
1362,49.1,23,False,False,False,False,False,False,False,True,False,9.599999999999966,0,66874.2,0
1542,47.1,25,False,False,False,False,False,False,False,True,False,9.699999999999989,0,72628.2,0
1496,38.8,27,False,False,False,False,False,False,False,True,False,9.600000000000025,0,58044.8,0
1491,42.0,29,False,False,False,False,False,False,False,False,True,9.600000000000025,0,62622.0,0
1565,34.8,32,False,False,False,False,False,False,False,True,False,9.5,0,54461.99999999999,0
1481,37.9,34,False,False,False,False,False,False,False,True,False,9.599999999999966,0,56129.9,0
1420,48.4,36,False,False,False,False,False,False,False,False,True,9.599999999999966,0,68728.0,0
1398,54.8,39,False,False,False,False,False,False,False,True,False,9.600000000000025,0,76610.4,0
1466,45.7,41,False,False,False,False,False,False,False,False,True,9.600000000000025,0,66996.2,0
1430,56.7,44,False,False,False,False,False,False,False,True,False,9.699999999999989,0,81081.0,0
1441,40.1,46,False,False,False,False,False,False,False,True,False,9.599999999999966,0,57784.1,0
1348,57.3,48,False,False,False,False,False,False,False,False,True,9.599999999999966,0,77240.4,0
1738,28.7,51,False,False,False,False,False,False,False,True,False,9.600000000000025,0,49880.6,0
1618,36.2,53,False,False,False,False,False,False,False,False,True,9.600000000000025,0,58571.600000000006,0
1489,41.7,56,False,False,False,False,False,False,False,False,True,9.700000000000044,0,62091.3,0
1412,57.9,59,False,False,False,False,False,False,False,False,True,9.600000000000025,0,81754.8,0
2065,18.1,62,False,False,False,False,False,False,False,False,True,9.600000000000025,0,37376.5,0
1571,33.1,65,False,False,False,False,False,False,False,True,False,9.600000000000025,0,52000.100000000006,0
1423,48.7,67,False,False,False,False,False,False,False,False,True,9.600000000000025,0,69300.1,0
1781,24.9,70,False,False,False,False,False,False,True,False,False,9.5,0,44346.9,0
1321,46.9,75,False,False,False,False,False,False,False,True,False,9.5,0,61954.9,0
1546,36.7,77,False,False,False,False,False,False,False,True,False,9.5,0,56738.2,0
1879,22.4,79,False,False,False,False,False,False,False,False,True,9.5,0,42089.6,0
1735,28.9,82,False,False,False,False,False,False,True,False,False,9.5,0,50141.5,0
1506,38.8,87,False,False,False,False,False,False,False,True,False,9.5,0,58432.8,0
1629,32.3,89,False,False,False,False,False,False,True,False,False,9.600000000000025,0,52616.7,0
1694,28.7,94,False,False,False,False,False,False,False,True,False,9.600000000000025,0,48617.8,0
1541,37.0,96,False,False,False,False,False,False,False,True,False,9.5,0,57017.0,0
1514,44.6,98,False,False,False,False,False,False,False,True,False,9.600000000000025,0,67524.40000000001,0
1485,45.9,100,False,False,False,False,False,False,False,True,False,9.599999999999966,0,68161.5,0
1430,55.0,102,False,False,False,False,False,False,False,True,False,9.600000000000025,0,78650.0,0
1771,27.1,104,False,False,False,False,False,False,False,True,False,9.5,0,47994.100000000006,0
1481,41.9,106,False,False,False,False,False,False,False,True,False,9.600000000000025,0,62053.9,0
1483,43.8,108,False,False,False,False,False,False,True,False,False,9.5,0,64955.4,0
1463,45.1,113,False,False,False,False,False,False,True,False,False,9.5,0,65981.3,0
1410,48.3,118,False,False,False,False,False,False,False,True,False,9.599999999999966,0,68103.0,0
1656,34.3,120,False,False,False,False,False,False,False,True,False,9.5,0,56800.8,0
1487,39.2,122,False,False,False,False,False,False,False,False,True,9.600000000000025,0,58290.4,0
1509,46.6,125,False,False,False,False,False,False,True,False,False,9.599999999999966,0,70319.40000000001,0
1677,30.1,130,False,False,False,False,False,False,True,False,False,9.599999999999966,0,50477.7,0
1450,55.0,135,False,False,False,False,False,False,False,True,False,9.5,0,79750.0,0
1413,43.0,137,False,False,False,False,False,False,False,False,True,9.5,0,60759.0,0
1680,33.8,140,False,False,False,False,False,False,False,True,False,9.599999999999966,0,56783.99999999999,0
1678,30.5,142,False,False,False,False,False,False,False,True,False,9.5,0,51179.0,0
1408,44.0,144,False,False,False,False,False,False,False,False,True,9.5,0,61952.0,0
1376,52.1,147,False,False,False,False,False,False,False,False,True,9.5,0,71689.6,0
1526,46.4,150,False,False,False,False,False,False,False,True,False,9.600000000000025,0,70806.4,0
1587,32.6,152,False,False,False,False,False,False,False,False,True,9.600000000000025,0,51736.2,0
1351,58.2,155,False,False,False,False,False,False,False,True,False,9.599999999999966,0,78628.2,0
1501,38.0,157,False,False,False,False,False,False,False,False,True,9.5,0,57038.0,0
1601,35.8,160,False,False,False,False,False,False,False,True,False,9.599999999999966,0,57315.8,0
1573,39.7,162,False,False,False,False,False,False,False,False,True,9.600000000000025,0,62448.100000000006,0
1584,36.7,165,False,False,False,False,False,False,False,False,True,9.5,0,58132.8,0
1649,33.6,168,False,False,False,False,False,False,False,True,False,9.5,0,55406.4,0
1183,61.4,170,False,False,False,False,False,False,False,False,True,9.5,0,72636.2,0
2151,17.5,173,False,False,False,False,False,False,False,True,False,9.599999999999966,0,37642.5,0
1526,45.6,175,False,False,False,False,False,False,False,True,False,9.600000000000025,0,69585.6,0
1611,29.0,177,False,False,False,False,False,False,False,False,True,9.599999999999966,0,46719.0,0
1601,31.7,180,False,False,False,False,False,False,False,True,False,9.599999999999966,0,50751.7,0
1560,40.8,182,False,False,False,False,False,False,False,True,False,9.699999999999989,0,63647.99999999999,0
1544,41.9,184,False,False,False,False,False,False,False,True,False,9.700000000000044,0,64693.6,0
1560,42.3,186,False,False,False,False,False,False,False,False,True,9.600000000000025,0,65988.0,0
1423,44.2,189,False,False,False,False,False,False,False,True,False,9.600000000000025,0,62896.600000000006,0
1614,33.5,191,False,False,False,False,False,False,False,True,False,9.700000000000044,0,54069.0,0
1457,35.1,193,False,False,False,False,False,False,False,False,True,9.700000000000044,0,51140.7,0
1503,42.2,196,False,False,False,False,False,False,False,True,False,9.700000000000044,0,63426.600000000006,0
1484,38.0,198,False,False,False,False,False,False,True,False,False,9.700000000000044,0,56392.0,0
1540,39.9,203,False,False,False,False,False,False,False,True,False,9.599999999999966,0,61446.0,0
1405,52.1,205,False,False,False,False,False,False,True,False,False,9.599999999999966,0,73200.5,0
1518,36.4,0,False,False,False,False,False,False,False,True,False,9.599999999999966,0,55255.2,0
1527,41.4,2,False,False,False,False,False,False,False,True,False,9.599999999999966,0,63217.8,0
1377,55.3,4,False,False,False,False,False,False,False,True,False,9.599999999999966,0,76148.09999999999,0
1537,37.5,6,False,False,False,False,False,False,False,False,True,9.699999999999989,0,57637.5,0
1409,43.2,9,False,False,False,False,False,False,False,False,True,9.699999999999989,0,60868.8,0
1393,56.1,12,False,False,False,False,False,False,False,True,False,9.599999999999966,0,78147.3,0
1448,36.8,14,False,False,False,False,False,False,False,True,False,9.5,0,53286.4,0
1418,49.3,16,False,False,False,False,False,False,False,True,False,9.600000000000025,0,69907.4,0
1743,24.1,18,False,False,False,False,False,False,False,False,True,9.600000000000025,0,42006.3,0
1394,47.4,21,False,False,False,False,False,False,False,False,True,9.600000000000025,0,66075.59999999999,0
1523,39.2,24,False,False,False,False,False,False,False,True,False,9.5,0,59701.600000000006,0
1353,59.4,26,False,False,False,False,False,False,False,True,False,9.600000000000025,0,80368.2,0
1447,46.5,28,False,False,False,False,False,False,False,False,True,9.599999999999966,0,67285.5,0
1570,34.0,31,False,False,False,False,False,False,False,True,False,9.599999999999966,0,53380.0,0
1494,38.5,33,False,False,False,False,False,False,False,False,True,9.599999999999966,0,57519.0,0
1621,34.1,36,False,False,False,False,False,False,False,True,False,9.599999999999966,0,55276.100000000006,0
1769,26.1,38,False,False,False,False,False,False,False,True,False,9.600000000000025,0,46170.9,0
1282,66.1,40,False,False,False,False,False,False,False,True,False,9.600000000000025,0,84740.2,0
1581,30.3,42,False,False,False,False,False,False,False,True,False,9.600000000000025,0,47904.3,0
1656,32.7,44,False,False,False,False,False,False,False,True,False,9.5,0,54151.2,0
1648,31.7,46,False,False,False,False,False,False,False,True,False,9.599999999999966,0,52241.6,0
1639,31.4,48,False,False,False,False,False,False,False,True,False,9.5,0,51464.6,0
1348,54.8,50,False,False,False,False,False,False,False,True,False,9.5,0,73870.4,0
1537,33.3,52,False,False,False,False,False,False,False,True,False,9.5,0,51182.1,0
1270,61.0,54,False,False,False,False,False,False,False,False,True,9.5,0,77470.0,0
1662,34.4,57,False,False,False,False,False,False,False,True,False,9.600000000000025,0,57172.8,0
1471,40.2,59,False,False,False,False,False,False,False,False,True,9.600000000000025,0,59134.2,0
1337,45.8,62,False,False,False,False,False,False,False,True,False,9.5,0,61234.6,0
1877,24.8,64,False,False,False,False,False,False,True,False,False,9.5,0,46549.6,0
1519,44.6,69,False,False,False,False,False,False,False,True,False,9.599999999999966,0,67747.40000000001,0
1378,47.3,71,False,False,False,False,False,False,False,True,False,9.599999999999966,0,65179.4,0
1696,27.5,73,False,False,False,False,False,False,False,True,False,9.5,0,46640.0,0
1376,50.8,75,False,False,False,False,False,False,False,True,False,9.400000000000034,0,69900.8,0
1807,24.2,77,False,False,False,False,False,False,False,True,False,9.5,0,43729.4,0
1598,32.8,79,False,False,False,False,False,False,False,True,False,9.400000000000034,0,52414.4,0
1565,40.2,81,False,False,False,False,False,False,False,True,False,9.400000000000034,0,62913.00000000001,0
1387,50.6,83,False,False,False,False,False,False,False,True,False,9.5,0,70182.2,0
1395,48.0,85,False,False,False,False,False,False,False,True,False,9.300000000000011,0,66960.0,0
1302,62.9,87,False,False,False,False,False,False,False,False,True,9.399999999999975,0,81895.8,0
1397,55.2,90,False,False,False,False,False,False,False,False,True,9.399999999999975,0,77114.40000000001,0
1313,52.9,93,False,False,False,False,False,False,False,True,False,9.399999999999975,0,69457.7,0
1505,35.9,95,False,False,False,False,False,False,False,True,False,9.399999999999975,0,54029.5,0
1483,44.0,97,False,False,False,False,False,False,True,False,False,9.399999999999975,0,65252.0,0
1358,60.4,102,False,False,False,False,False,False,True,False,False,9.5,0,82023.2,0
1735,27.0,107,False,False,False,False,False,False,False,False,True,9.399999999999975,0,46845.0,0
1416,48.5,110,False,False,False,False,False,False,False,False,True,9.300000000000011,0,68676.0,0
1740,31.1,113,False,False,False,False,False,False,False,True,False,9.300000000000011,0,54114.0,0
1692,27.4,115,False,False,False,False,False,False,False,True,False,9.300000000000011,0,46360.8,0
1507,42.5,117,False,False,False,False,False,False,False,True,False,9.300000000000011,0,64047.5,0
1521,35.0,119,False,False,False,False,False,False,False,False,True,9.200000000000044,0,53235.0,0
1379,54.5,122,False,False,False,False,False,False,False,True,False,9.200000000000044,0,75155.5,0
1523,38.5,124,False,False,False,False,False,False,False,True,False,9.200000000000044,0,58635.5,0
1571,33.6,126,False,False,False,False,False,False,True,False,False,9.200000000000044,0,52785.600000000006,0
1547,50.7,131,False,False,False,False,False,False,True,False,False,9.100000000000025,0,78432.90000000001,0
1347,54.3,136,False,False,False,False,False,False,False,False,True,9.199999999999989,0,73142.09999999999,0
1560,30.2,139,False,False,False,False,False,False,False,True,False,9.199999999999989,0,47112.0,0
1384,48.6,141,False,False,False,False,False,False,False,True,False,9.199999999999989,0,67262.40000000001,0
1841,24.6,143,False,False,False,False,False,False,False,True,False,9.199999999999989,0,45288.600000000006,0
1418,42.7,147,False,False,False,False,False,False,False,True,False,9.199999999999989,0,60548.600000000006,0
1775,26.6,149,False,False,False,False,False,False,False,True,False,9.199999999999989,0,47215.0,0
1406,48.4,151,False,False,False,False,False,False,False,True,False,9.100000000000025,0,68050.4,0
1480,43.7,153,False,False,False,False,False,False,False,True,False,9.299999999999956,0,64676.00000000001,0
1412,45.3,155,False,False,False,False,False,False,False,True,False,9.199999999999989,0,63963.6,0
1913,22.5,157,False,False,False,False,False,False,True,False,False,9.199999999999989,0,43042.5,0
1629,37.6,162,False,False,False,False,False,False,False,True,False,9.199999999999989,0,61250.4,0
1939,21.4,164,False,False,False,False,False,False,False,True,False,9.300000000000011,0,41494.6,0
1541,36.2,166,False,False,False,False,False,False,True,False,False,9.199999999999989,0,55784.2,0
1330,54.4,171,False,False,False,False,False,False,False,True,False,9.100000000000025,0,72352.0,0
1490,38.8,173,False,False,False,False,False,False,False,False,True,9.100000000000025,0,57811.99999999999,0
1383,44.5,176,False,False,False,False,False,False,False,True,False,9.199999999999989,0,61543.5,0
1468,52.7,178,False,False,False,False,False,False,False,True,False,9.199999999999989,0,77363.6,0
1444,46.0,180,False,False,False,False,False,False,False,False,True,9.099999999999966,0,66424.0,0
1363,53.1,183,False,False,False,False,False,False,False,True,False,9.100000000000025,0,72375.3,0
1617,33.2,185,False,False,False,False,False,False,False,True,False,9.099999999999966,0,53684.4,0
1694,31.1,187,False,False,False,False,False,False,False,False,True,9.199999999999989,0,52683.4,0
1815,27.0,190,False,False,False,False,False,False,False,True,False,9.199999999999989,0,49005.0,0
2041,19.2,194,False,False,False,False,False,False,True,False,False,9.099999999999966,0,39187.2,0
1671,26.8,199,False,False,False,False,False,False,False,True,False,9.100000000000025,0,44782.8,0
1416,46.6,201,False,False,False,False,False,False,False,False,True,9.100000000000025,0,65985.6,0
1600,36.0,204,False,False,False,False,False,False,False,False,True,9.100000000000025,0,57600.0,0
2595,13.7,207,False,False,False,False,False,False,False,True,False,9.100000000000025,0,35551.5,0
1465,42.9,209,False,False,False,False,False,False,False,False,True,9.0,0,62848.5,0
1681,27.4,212,False,False,False,False,False,False,False,False,True,9.100000000000025,0,46059.4,0
1457,39.6,215,False,False,False,False,False,False,False,True,False,9.0,0,57697.2,0
1454,44.1,217,False,False,False,False,False,False,True,False,False,9.100000000000025,0,64121.4,0
1558,32.6,0,False,False,False,False,False,False,False,True,False,9.100000000000025,0,50790.8,0
1756,30.7,2,False,False,False,False,False,False,True,False,False,9.100000000000025,0,53909.2,0
1564,36.8,7,False,False,False,False,False,False,False,True,False,9.0,0,57555.2,0
1455,55.3,9,False,False,False,False,False,False,False,True,False,9.099999999999966,0,80461.5,0
2280,15.7,11,False,False,False,False,False,False,False,False,True,8.900000000000034,0,35796.0,0
1433,48.1,14,False,False,False,False,False,False,False,False,True,8.899999999999977,0,68927.3,0
1513,38.0,17,False,False,False,False,False,False,False,True,False,8.899999999999977,0,57494.0,0
1507,41.8,19,False,False,False,False,False,False,False,True,False,8.899999999999977,0,62992.6,0
1480,43.5,21,False,False,False,False,False,False,False,True,False,9.0,0,64380.0,0
1470,40.1,23,False,False,False,False,False,False,True,False,False,8.899999999999977,0,58947.0,0
1540,36.6,28,False,False,False,False,False,False,False,True,False,9.0,0,56364.0,0
1212,67.9,30,False,False,False,False,False,False,True,False,False,9.0,0,82294.8,0
1417,46.9,35,False,False,False,False,False,False,False,True,False,9.0,0,66457.3,0
1666,34.9,37,False,False,False,False,False,False,False,False,True,8.900000000000034,0,58143.4,0
1666,27.2,40,False,False,False,False,False,False,False,True,False,9.0,0,45315.2,0
1489,45.8,42,False,False,False,False,False,False,False,True,False,9.0,0,68196.2,0
1850,27.7,44,False,False,False,False,False,False,False,False,True,9.099999999999966,0,51245.0,0
1874,24.8,47,False,False,False,False,False,False,False,True,False,9.299999999999956,0,46475.2,0
1515,38.4,51,False,False,False,False,False,False,False,True,False,9.199999999999989,0,58176.0,0
1516,44.4,53,False,False,False,False,False,False,False,True,False,9.199999999999989,0,67310.4,0
1546,40.0,55,False,False,False,False,False,False,False,True,False,9.300000000000011,0,61840.0,0
1481,40.9,57,False,False,False,False,False,False,False,True,False,9.300000000000011,0,60572.9,0
1605,32.5,59,False,False,False,False,False,False,True,False,False,9.300000000000011,0,52162.5,0
1656,26.2,64,False,False,False,False,False,False,True,False,False,9.5,0,43387.2,0
1352,52.0,69,False,False,False,False,False,False,True,False,False,9.400000000000034,0,70304.0,0
1504,47.2,74,False,False,False,False,False,False,False,True,False,9.399999999999975,0,70988.8,0
1436,44.2,76,False,False,False,False,False,False,False,True,False,9.300000000000011,0,63471.2,0
1505,43.6,78,False,False,False,False,False,False,True,False,False,9.300000000000011,0,65618.0,0
1406,47.1,83,False,False,False,False,False,False,False,True,False,9.199999999999989,0,66222.6,0
1481,39.7,85,False,False,False,False,False,False,False,False,True,9.199999999999989,0,58795.7,0
1487,44.6,88,False,False,False,False,False,False,False,True,False,9.300000000000011,0,66320.2,0
1436,54.1,90,False,False,False,False,False,False,False,True,False,9.300000000000011,0,77687.6,0
1509,38.3,95,False,False,False,False,False,False,False,True,False,9.300000000000011,0,57794.7,0
1543,36.9,97,False,False,False,False,False,False,False,True,False,9.400000000000034,0,56936.7,0
1698,29.6,99,False,False,False,False,False,False,False,True,False,9.400000000000034,0,50260.8,0
1470,46.5,101,False,False,False,False,False,False,False,False,True,9.300000000000011,0,68355.0,0
1738,30.3,104,False,False,False,False,False,False,False,False,True,9.400000000000034,0,52661.4,0
1530,39.9,107,False,False,False,False,False,False,False,False,True,9.400000000000034,0,61047.0,0
1740,29.2,110,False,False,False,False,False,False,False,True,False,9.400000000000034,0,50808.0,0
1770,24.1,112,False,False,False,False,False,False,False,True,False,9.400000000000034,0,42657.0,0
1527,44.0,114,False,False,False,False,False,False,True,False,False,9.300000000000011,0,67188.0,0
1516,46.0,119,False,False,False,False,False,False,False,True,False,9.399999999999975,0,69736.0,0
1616,36.5,121,False,False,False,False,False,False,False,True,False,9.300000000000011,0,58984.0,0
1786,26.1,123,False,False,False,False,False,False,False,True,False,9.300000000000011,0,46614.600000000006,0
1389,52.7,125,False,False,False,False,False,False,False,True,False,9.400000000000034,0,73200.3,0
1639,29.8,127,False,False,False,False,False,False,False,False,True,9.300000000000011,0,48842.2,0
1394,46.7,130,False,False,False,False,False,False,True,False,False,9.199999999999989,0,65099.8,0
1686,27.9,135,False,False,False,False,False,False,False,True,False,9.199999999999989,0,47039.4,0
1638,31.9,137,False,False,False,False,False,False,False,False,True,9.100000000000025,0,52252.2,0
1447,41.9,140,False,False,False,False,False,False,False,False,True,9.100000000000025,0,60629.3,0
1512,39.0,143,False,False,False,False,False,False,True,False,False,9.100000000000025,0,58968.0,0
1961,21.8,148,False,False,False,False,False,False,False,True,False,9.199999999999989,0,42749.8,0
1596,35.4,150,False,False,False,False,False,False,False,True,False,9.199999999999989,0,56498.4,0
1871,21.3,152,False,False,False,False,False,False,False,False,True,9.199999999999989,0,39852.3,0
1942,20.5,155,False,False,False,False,False,False,False,True,False,9.199999999999989,0,39811.0,0
1557,38.2,157,False,False,False,False,False,False,False,True,False,9.200000000000044,0,59477.4,0
1550,36.8,159,False,False,False,False,False,False,False,True,False,9.200000000000044,0,57039.99999999999,0
1966,22.6,161,False,False,False,False,False,False,False,True,False,9.300000000000011,0,44431.600000000006,0
1499,36.1,163,False,False,False,False,False,False,False,False,True,9.300000000000011,0,54113.9,0
1521,36.3,166,False,False,False,False,False,False,False,True,False,9.300000000000011,0,55212.3,0
1375,42.0,168,False,False,False,False,False,False,False,False,True,9.300000000000011,0,57750.0,0
1634,31.1,171,False,False,False,False,False,False,False,True,False,9.200000000000044,0,50817.4,0
1378,49.4,173,False,False,False,False,False,False,False,False,True,9.300000000000011,0,68073.2,0
1428,53.7,176,False,False,False,False,False,False,False,True,False,9.300000000000011,0,76683.6,0
1855,25.3,178,False,False,False,False,False,False,False,False,True,9.200000000000044,0,46931.5,0
1578,33.0,181,False,False,False,False,False,False,False,True,False,9.200000000000044,0,52074.0,0
1451,45.3,183,False,False,False,False,False,False,False,False,True,9.100000000000025,0,65730.3,0
1644,34.9,186,False,False,False,False,False,False,False,True,False,9.0,0,57375.6,0
1388,45.3,188,False,False,False,False,False,False,False,True,False,9.0,0,62876.4,0
1543,40.9,190,False,False,False,False,False,False,False,True,False,9.0,0,63108.7,0
1501,41.6,192,False,False,False,False,False,False,False,True,False,9.099999999999966,0,62441.6,0
1507,39.1,194,False,False,False,False,False,False,False,True,False,9.099999999999966,0,58923.7,0
1559,36.0,196,False,False,False,False,False,False,False,True,False,9.0,0,56124.0,0
1528,35.7,198,False,False,False,False,False,False,False,True,False,9.0,0,54549.600000000006,0
1503,38.2,200,False,False,False,False,False,False,False,False,True,9.0,0,57414.600000000006,0
1372,44.0,203,False,False,False,False,False,False,False,True,False,9.0,0,60368.0,0
1600,32.8,205,False,False,False,False,False,False,False,False,True,9.0,0,52479.99999999999,0
1453,44.0,208,False,False,False,False,False,False,False,True,False,9.100000000000025,0,63932.0,0
1813,24.6,210,False,False,False,False,False,False,False,False,True,9.099999999999966,0,44599.8,0
1457,40.4,213,False,False,False,False,False,False,False,True,False,9.099999999999966,0,58862.8,0
1553,38.9,0,False,False,False,False,False,False,False,False,True,9.0,0,60411.7,0
1763,25.9,3,False,False,False,False,False,False,False,True,False,9.0,0,45661.7,0
2023,20.9,5,False,False,False,False,False,False,False,True,False,9.0,0,42280.7,0
1457,47.8,7,False,False,False,False,False,False,False,False,True,9.099999999999966,0,69644.59999999999,0
1679,29.5,10,False,False,False,False,False,False,False,True,False,9.099999999999966,0,49530.5,0
2103,19.7,12,False,False,False,False,False,False,False,True,False,9.0,0,41429.1,0
1460,38.6,14,False,False,False,False,False,False,False,False,True,9.199999999999989,0,56356.0,0
1454,39.4,17,False,False,False,False,False,False,False,False,True,9.199999999999989,0,57287.6,0
1481,46.8,20,False,False,False,False,False,False,False,True,False,9.100000000000025,0,69310.8,0
1424,51.1,22,False,False,False,False,False,False,False,True,False,9.199999999999989,0,72766.40000000001,0
1494,39.5,24,False,False,False,False,False,False,False,True,False,9.099999999999966,0,59013.0,0
1424,47.0,26,False,False,False,False,False,False,False,False,True,9.100000000000025,0,66928.0,0
1347,47.9,29,False,False,False,False,False,False,False,False,True,9.199999999999989,0,64521.3,0
1374,46.7,32,False,False,False,False,False,False,False,True,False,9.100000000000025,0,64165.8,0
1403,47.4,34,False,False,False,False,False,False,False,False,True,9.100000000000025,0,66502.2,0
1573,37.4,37,False,False,False,False,False,False,False,False,True,9.100000000000025,0,58830.2,0
1691,30.1,40,False,False,False,False,False,False,False,False,True,9.0,0,50899.100000000006,0
1538,44.3,43,False,False,False,False,False,False,True,False,False,9.0,0,68133.4,0
1556,39.1,48,False,False,False,False,False,False,False,True,False,9.0,0,60839.600000000006,0
1593,36.8,50,False,False,False,False,False,False,False,False,True,8.899999999999977,0,58622.4,0
1474,39.9,53,False,False,False,False,False,False,False,True,False,8.899999999999977,0,58812.6,0
1543,34.0,55,False,False,False,False,False,False,False,True,False,8.899999999999977,0,52462.0,0
1587,33.8,57,False,False,False,False,False,False,True,False,False,9.0,0,53640.6,0
1222,70.0,62,False,False,False,False,False,False,False,True,False,9.0,0,85540.0,0
1513,41.1,64,False,False,False,False,False,False,False,True,False,8.900000000000034,0,62184.3,0
1660,28.7,66,False,False,False,False,False,False,False,True,False,8.900000000000034,0,47642.0,0
1545,42.1,68,False,False,False,False,False,False,False,True,False,8.900000000000034,0,65044.5,0
1380,45.8,70,False,False,False,False,False,False,False,False,True,8.900000000000034,0,63203.99999999999,0
1321,60.8,73,False,False,False,False,False,False,False,True,False,9.0,0,80316.8,0
1627,31.3,78,False,False,False,False,False,False,False,False,True,9.0,0,50925.1,0
1791,23.8,81,False,False,False,False,False,False,False,False,True,9.099999999999966,0,42625.8,0
1861,21.8,84,False,False,False,False,False,False,False,False,True,9.0,0,40569.8,0
1493,51.1,87,False,False,False,False,False,False,False,True,False,9.0,0,76292.3,0
1442,41.1,89,False,False,False,False,False,False,False,False,True,9.0,0,59266.2,0
1532,39.8,92,False,False,False,False,False,False,False,True,False,9.0,0,60973.6,0
1421,44.4,94,False,False,False,False,False,False,False,False,True,9.099999999999966,0,63092.4,0
1613,42.5,97,False,False,False,False,False,False,False,True,False,9.0,0,68552.5,0
