UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,diff,Type_H,Type_L,Type_M
1496,H30909,297.9,308.5,1383,44.6,184,False,False,False,False,False,False,0,True,False,False
1498,L48677,298.0,308.7,1629,34.3,191,False,False,False,False,False,False,0,False,True,False
1499,L48678,298.0,308.8,1790,27.2,193,False,False,False,False,False,False,0,False,True,False
1500,M16359,298.1,308.8,2206,16.3,195,False,False,False,False,False,False,0,False,False,True
1501,M16360,298.0,308.7,2101,17.4,198,False,False,False,False,False,False,0,False,False,True
1502,M16361,298.0,308.7,1436,48.2,201,False,False,False,False,False,False,0,False,False,True
1503,L48682,298.0,308.7,1462,48.2,204,False,False,False,False,False,False,0,False,True,False
1504,L48683,298.0,308.7,1771,26.2,206,False,False,False,False,False,False,0,False,True,False
1505,L48684,298.0,308.7,1506,47.0,208,False,False,False,False,False,False,0,False,True,False
1506,L48685,298.0,308.7,1626,36.7,210,False,False,False,False,False,False,0,False,True,False
1507,L48686,298.0,308.8,1610,33.7,212,False,False,False,False,False,False,0,False,True,False
1508,M16367,298.0,308.6,1376,55.7,214,False,False,False,False,False,False,0,False,False,True
1509,M16368,298.0,308.6,1507,37.3,217,False,False,False,False,False,False,0,False,False,True
1511,M16370,298.1,308.7,1547,38.9,0,False,False,False,False,False,False,0,False,False,True
1512,L48691,298.1,308.7,1642,30.3,3,False,False,False,False,False,False,0,False,True,False
1513,H30926,298.0,308.7,1503,36.3,5,False,False,False,False,False,False,0,True,False,False
1514,L48693,298.1,308.7,1568,32.9,10,False,False,False,False,False,False,0,False,True,False
1515,M16374,298.1,308.8,1628,37.6,12,False,False,False,False,False,False,0,False,False,True
1516,M16375,298.2,308.9,1614,35.5,15,False,False,False,False,False,False,0,False,False,True
1517,L48696,298.2,308.9,1278,54.0,18,False,False,False,False,False,False,0,False,True,False
1518,M16377,298.2,308.9,1408,38.8,20,False,False,False,False,False,False,0,False,False,True
1519,H30932,298.2,309.0,1371,55.7,23,False,False,False,False,False,False,0,True,False,False
1520,M16379,298.2,308.9,1512,38.5,28,False,False,False,False,False,False,0,False,False,True
1521,L48700,298.3,309.1,1472,40.1,31,False,False,False,False,False,False,0,False,True,False
1522,M16381,298.2,308.9,1585,34.3,33,False,False,False,False,False,False,0,False,False,True
1523,H30936,298.2,309.0,1562,37.7,36,False,False,False,False,False,False,0,True,False,False
1524,L48703,298.3,309.0,1519,36.9,41,False,False,False,False,False,False,0,False,True,False
1525,L48704,298.2,309.0,1601,35.8,43,False,False,False,False,False,False,0,False,True,False
1526,L48705,298.2,309.0,2449,13.8,45,False,False,False,False,False,False,0,False,True,False
1527,L48706,298.1,309.0,1787,27.6,47,False,False,False,False,False,False,0,False,True,False
1528,H30941,298.1,309.1,1425,44.5,49,False,False,False,False,False,False,0,True,False,False
1529,L48708,298.1,309.0,1559,34.0,54,False,False,False,False,False,False,0,False,True,False
1530,L48709,298.1,309.0,1557,36.0,56,False,False,False,False,False,False,0,False,True,False
1531,L48710,298.1,309.0,1497,40.5,58,False,False,False,False,False,False,0,False,True,False
1532,H30945,298.1,309.0,1438,41.4,60,False,False,False,False,False,False,0,True,False,False
1533,M16392,298.1,308.9,1417,39.2,65,False,False,False,False,False,False,0,False,False,True
1534,M16393,298.0,308.9,1339,51.4,68,False,False,False,False,False,False,0,False,False,True
1535,L48714,298.0,308.8,1757,29.1,71,False,False,False,False,False,False,0,False,True,False
1536,L48715,298.0,308.8,1581,36.1,73,False,False,False,False,False,False,0,False,True,False
1537,M16396,298.2,308.9,1326,54.4,75,False,False,False,False,False,False,0,False,False,True
1538,M16397,298.4,309.1,1467,39.6,78,False,False,False,False,False,False,0,False,False,True
1539,L48718,298.4,309.1,1798,29.6,81,False,False,False,False,False,False,0,False,True,False
1540,M16399,298.5,309.2,1449,46.4,83,False,False,False,False,False,False,0,False,False,True
1541,M16400,298.4,309.1,1525,39.3,86,False,False,False,False,False,False,0,False,False,True
1542,L48721,298.4,309.0,2304,15.1,89,False,False,False,False,False,False,0,False,True,False
1543,L48722,298.3,308.9,1379,54.7,91,False,False,False,False,False,False,0,False,True,False
1544,L48723,298.4,308.9,1628,34.9,93,False,False,False,False,False,False,0,False,True,False
1545,L48724,298.4,309.0,1474,52.7,95,False,False,False,False,False,False,0,False,True,False
1546,M16405,298.4,309.0,1544,38.8,97,False,False,False,False,False,False,0,False,False,True
1547,L48726,298.4,308.9,1391,48.4,100,False,False,False,False,False,False,0,False,True,False
1548,L48727,298.3,308.9,1348,55.5,102,False,False,False,False,False,False,0,False,True,False
1549,M16408,298.3,308.8,1349,52.1,104,False,False,False,False,False,False,0,False,False,True
1550,L48729,298.4,308.9,1706,29.5,107,False,False,False,False,False,False,0,False,True,False
1551,L48730,298.4,308.9,1638,32.4,109,False,False,False,False,False,False,0,False,True,False
1552,L48731,298.4,308.8,1458,40.1,111,False,False,False,False,False,False,0,False,True,False
1553,L48732,298.5,308.9,1781,27.8,113,False,False,False,False,False,False,0,False,True,False
1554,L48733,298.5,308.8,1332,59.1,115,False,False,False,False,False,False,0,False,True,False
1555,M16414,298.4,308.7,1584,31.7,117,False,False,False,False,False,False,0,False,False,True
1556,L48735,298.4,308.6,1491,42.0,120,False,False,False,False,False,False,0,False,True,False
1557,H30970,298.4,308.5,1398,47.1,122,False,False,False,False,False,False,0,True,False,False
1558,L48737,298.3,308.4,1585,30.6,127,False,False,False,False,False,False,0,False,True,False
1559,M16418,298.2,308.3,1476,43.5,129,False,False,False,False,False,False,0,False,False,True
1560,L48739,298.2,308.3,1458,41.8,132,False,False,False,False,False,False,0,False,True,False
1561,M16420,298.2,308.4,1510,39.9,134,False,False,False,False,False,False,0,False,False,True
1562,L48741,298.2,308.4,1388,53.8,137,False,False,False,False,False,False,0,False,True,False
1563,L48742,298.2,308.3,2216,16.8,139,False,False,False,False,False,False,0,False,True,False
1564,L48743,298.2,308.3,1402,51.0,141,False,False,False,False,False,False,0,False,True,False
1565,M16424,298.0,308.2,2090,19.0,143,False,False,False,False,False,False,0,False,False,True
1566,L48745,298.0,308.2,1459,42.1,146,False,False,False,False,False,False,0,False,True,False
1567,M16426,298.0,308.1,1403,44.8,148,False,False,False,False,False,False,0,False,False,True
1568,L48747,298.1,308.2,1521,39.3,151,False,False,False,False,False,False,0,False,True,False
1569,L48748,298.2,308.2,1407,47.1,153,False,False,False,False,False,False,0,False,True,False
1570,M16429,298.1,308.2,1654,35.3,155,False,False,False,False,False,False,0,False,False,True
1571,L48750,298.2,308.4,1452,43.5,158,False,False,False,False,False,False,0,False,True,False
1572,L48751,298.3,308.4,1528,37.3,160,False,False,False,False,False,False,0,False,True,False
1573,L48752,298.2,308.3,1230,59.6,162,False,False,False,False,False,False,0,False,True,False
1574,L48753,298.2,308.2,1466,42.4,164,False,False,False,False,False,False,0,False,True,False
1575,L48754,298.2,308.2,1478,50.1,166,False,False,False,False,False,False,0,False,True,False
1576,L48755,298.2,308.3,2057,18.0,168,False,False,False,False,False,False,0,False,True,False
1577,L48756,298.3,308.4,1490,41.7,170,False,False,False,False,False,False,0,False,True,False
1578,L48757,298.3,308.4,1484,43.4,172,False,False,False,False,False,False,0,False,True,False
1579,L48758,298.3,308.4,1593,37.0,174,False,False,False,False,False,False,0,False,True,False
1580,L48759,298.3,308.3,1444,43.8,176,False,False,False,False,False,False,0,False,True,False
1581,M16440,298.3,308.4,1444,47.5,178,False,False,False,False,False,False,0,False,False,True
1582,M16441,298.2,308.3,1560,33.0,181,False,False,False,False,False,False,0,False,False,True
1583,H30996,298.1,308.3,1530,42.0,184,False,False,False,False,False,False,0,True,False,False
1585,M16444,298.2,308.3,1639,33.3,191,False,False,False,False,False,False,0,False,False,True
1586,L48765,298.2,308.3,1400,48.7,194,False,False,False,False,False,False,0,False,True,False
1587,M16446,298.3,308.4,1486,44.2,196,False,False,False,False,False,False,0,False,False,True
1588,M16447,298.2,308.3,1448,43.3,199,False,False,False,False,False,False,0,False,False,True
1589,L48768,298.2,308.3,1688,32.0,202,False,False,False,False,False,False,0,False,True,False
1590,M16449,298.1,308.3,1453,41.5,204,False,False,False,False,False,False,0,False,False,True
1591,L48770,298.2,308.4,1497,37.7,207,False,False,False,False,False,False,0,False,True,False
1592,L48771,298.2,308.4,1355,49.4,209,False,False,False,False,False,False,0,False,True,False
1593,L48772,298.1,308.4,1592,38.2,211,False,False,False,False,False,False,0,False,True,False
1594,L48773,298.0,308.3,1544,34.7,213,False,False,False,False,False,False,0,False,True,False
1595,M16454,298.0,308.2,1373,51.2,215,False,False,False,False,False,False,0,False,False,True
1597,L48776,298.0,308.1,1877,24.3,0,False,False,False,False,False,False,0,False,True,False
1598,L48777,297.9,308.1,1531,40.8,2,False,False,False,False,False,False,0,False,True,False
1599,L48778,297.9,308.0,1501,36.7,4,False,False,False,False,False,False,0,False,True,False
1600,L48779,297.9,308.0,1490,46.2,6,False,False,False,False,False,False,0,False,True,False
1601,M16460,297.8,307.8,1543,43.7,8,False,False,False,False,False,False,0,False,False,True
1602,L48781,297.8,307.8,1597,38.2,11,False,False,False,False,False,False,0,False,True,False
1603,H31016,297.8,307.9,1600,33.5,13,False,False,False,False,False,False,0,True,False,False
1604,M16463,297.8,307.8,1622,32.1,18,False,False,False,False,False,False,0,False,False,True
1605,L48784,297.8,307.8,1452,39.8,21,False,False,False,False,False,False,0,False,True,False
1606,L48785,297.8,307.8,1396,42.5,23,False,False,False,False,False,False,0,False,True,False
1607,L48786,297.8,307.7,1505,39.7,25,False,False,False,False,False,False,0,False,True,False
1608,L48787,297.8,307.8,1412,48.3,27,False,False,False,False,False,False,0,False,True,False
1609,L48788,297.8,307.7,1393,38.0,29,False,False,False,False,False,False,0,False,True,False
1610,L48789,297.7,307.7,1581,34.9,31,False,False,False,False,False,False,0,False,True,False
1611,L48790,297.8,307.8,1573,37.9,33,False,False,False,False,False,False,0,False,True,False
1612,M16471,297.8,307.9,1726,27.3,35,False,False,False,False,False,False,0,False,False,True
1613,M16472,297.9,307.9,1540,39.8,38,False,False,False,False,False,False,0,False,False,True
1614,L48793,297.9,308.0,1296,62.9,41,False,False,False,False,False,False,0,False,True,False
1615,M16474,297.8,307.9,1802,25.8,43,False,False,False,False,False,False,0,False,False,True
1616,L48795,297.8,307.9,1447,48.6,46,False,False,False,False,False,False,0,False,True,False
1617,H31030,297.8,307.8,1662,30.7,48,False,False,False,False,False,False,0,True,False,False
1618,L48797,297.8,307.8,1563,34.3,53,False,False,False,False,False,False,0,False,True,False
1619,L48798,297.9,307.8,1286,59.5,55,False,False,False,False,False,False,0,False,True,False
1620,L48799,297.9,307.7,1590,34.6,57,False,False,False,False,False,False,0,False,True,False
1621,L48800,297.9,307.7,1492,43.7,59,False,False,False,False,False,False,0,False,True,False
1622,L48801,297.7,307.6,1844,21.9,61,False,False,False,False,False,False,0,False,True,False
1623,H31036,297.7,307.6,1538,38.3,63,False,False,False,False,False,False,0,True,False,False
1624,L48803,297.7,307.6,1921,22.9,68,False,False,False,False,False,False,0,False,True,False
1625,M16484,297.8,307.8,1310,57.9,70,False,False,False,False,False,False,0,False,False,True
1626,L48805,297.9,307.8,1365,46.9,73,False,False,False,False,False,False,0,False,True,False
1627,M16486,297.9,307.8,1303,59.3,75,False,False,False,False,False,False,0,False,False,True
1628,L48807,297.9,307.8,1499,37.5,78,False,False,False,False,False,False,0,False,True,False
1629,L48808,297.9,307.8,1451,38.2,80,False,False,False,False,False,False,0,False,True,False
1630,M16489,297.9,307.9,1336,54.4,82,False,False,False,False,False,False,0,False,False,True
1631,L48810,297.9,307.9,1412,44.5,85,False,False,False,False,False,False,0,False,True,False
1632,L48811,298.0,308.0,1433,39.2,87,False,False,False,False,False,False,0,False,True,False
1633,L48812,297.9,307.9,1426,43.6,89,False,False,False,False,False,False,0,False,True,False
1634,L48813,297.9,307.9,1476,45.2,91,False,False,False,False,False,False,0,False,True,False
1635,H31048,297.9,307.9,1406,58.5,93,False,False,False,False,False,False,0,True,False,False
1636,L48815,297.8,307.8,1383,56.5,98,False,False,False,False,False,False,0,False,True,False
1637,L48816,297.9,307.8,1505,37.3,100,False,False,False,False,False,False,0,False,True,False
1638,L48817,297.9,307.8,1665,33.9,102,False,False,False,False,False,False,0,False,True,False
1639,L48818,297.9,307.8,1397,45.0,104,False,False,False,False,False,False,0,False,True,False
1640,M16499,297.9,307.8,1450,43.5,106,False,False,False,False,False,False,0,False,False,True
1641,L48820,298.0,307.8,1567,36.4,109,False,False,False,False,False,False,0,False,True,False
1642,M16501,298.0,308.0,1555,37.0,111,False,False,False,False,False,False,0,False,False,True
1643,H31056,298.0,307.8,1588,35.4,114,False,False,False,False,False,False,0,True,False,False
1644,L48823,298.0,307.8,1453,37.7,119,False,False,False,False,False,False,0,False,True,False
1645,L48824,298.0,307.8,1622,33.3,121,False,False,False,False,False,False,0,False,True,False
1646,L48825,297.9,307.8,1538,38.5,123,False,False,False,False,False,False,0,False,True,False
1647,M16506,297.9,307.7,1527,42.8,125,False,False,False,False,False,False,0,False,False,True
1648,L48827,297.8,307.8,1761,28.9,128,False,False,False,False,False,False,0,False,True,False
1649,L48828,297.9,307.8,1373,50.2,130,False,False,False,False,False,False,0,False,True,False
1650,H31063,298.0,307.9,1482,37.8,132,False,False,False,False,False,False,0,True,False,False
1651,M16510,298.0,307.9,1417,51.0,137,False,False,False,False,False,False,0,False,False,True
1652,L48831,298.0,307.8,1414,51.7,140,False,False,False,False,False,False,0,False,True,False
1653,H31066,297.9,307.8,1635,34.0,142,False,False,False,False,False,False,0,True,False,False
1654,L48833,298.0,307.8,1386,57.3,147,False,False,False,False,False,False,0,False,True,False
1655,L48834,298.2,308.1,1379,62.3,149,False,False,False,False,False,False,0,False,True,False
1656,M16515,298.2,308.0,1577,35.9,151,False,False,False,False,False,False,0,False,False,True
1657,L48836,298.2,308.1,1532,42.5,154,False,False,False,False,False,False,0,False,True,False
1658,M16517,298.1,308.0,1374,48.8,156,False,False,False,False,False,False,0,False,False,True
1659,H31072,298.1,308.0,1570,35.3,159,False,False,False,False,False,False,0,True,False,False
1660,L48839,298.1,308.0,1697,31.0,164,False,False,False,False,False,False,0,False,True,False
1661,L48840,298.2,308.0,1499,44.1,166,False,False,False,False,False,False,0,False,True,False
1662,M16521,298.2,308.0,1411,47.2,168,False,False,False,False,False,False,0,False,False,True
1663,H31076,298.2,307.9,1462,45.5,171,False,False,False,False,False,False,0,True,False,False
1664,M16523,298.1,307.9,1759,28.6,176,False,False,False,False,False,False,0,False,False,True
1665,L48844,298.2,308.0,1535,38.0,179,False,False,False,False,False,False,0,False,True,False
1666,H31079,298.2,307.9,1491,39.7,181,False,False,False,False,False,False,0,True,False,False
1667,L48846,298.2,307.9,1551,36.0,186,False,False,False,False,False,False,0,False,True,False
1668,L48847,298.2,307.9,1769,27.2,188,False,False,False,False,False,False,0,False,True,False
1669,L48848,298.2,307.9,1551,34.1,190,False,False,False,False,False,False,0,False,True,False
1670,L48849,298.2,307.9,1544,31.4,192,False,False,False,False,False,False,0,False,True,False
1671,L48850,298.2,307.8,1528,31.1,194,False,False,False,False,False,False,0,False,True,False
1672,L48851,298.1,307.9,1614,35.8,196,False,False,False,False,False,False,0,False,True,False
1673,L48852,298.1,307.8,1432,49.8,198,False,False,False,False,False,False,0,False,True,False
1674,M16533,298.1,307.8,1384,43.7,200,False,False,False,False,False,False,0,False,False,True
1675,L48854,298.1,307.8,1540,37.8,203,False,False,False,False,False,False,0,False,True,False
1676,L48855,298.0,307.7,1407,43.9,205,False,False,False,False,False,False,0,False,True,False
1677,H31090,297.9,307.6,1418,43.0,207,False,False,False,False,False,False,0,True,False,False
1678,M16537,297.9,307.5,1647,30.8,212,False,False,False,False,False,False,0,False,False,True
1679,L48858,298.0,307.5,1644,32.8,215,False,False,False,False,False,False,0,False,True,False
1680,L48859,298.0,307.5,1792,27.9,217,False,False,False,False,False,False,0,False,True,False
1681,M16540,297.9,307.4,1610,34.6,219,False,False,False,False,False,False,0,False,False,True
1682,M16541,297.8,307.3,1804,26.0,222,False,False,False,False,False,False,0,False,False,True
1684,M16543,297.9,307.4,1403,52.8,0,False,False,False,False,False,False,0,False,False,True
1685,L48864,297.8,307.3,1438,44.5,3,False,False,False,False,False,False,0,False,True,False
1686,L48865,297.9,307.3,1824,26.3,5,False,False,False,False,False,False,0,False,True,False
1687,H31100,297.9,307.3,1663,28.7,7,False,False,False,False,False,False,0,True,False,False
1688,L48867,297.9,307.3,1502,36.7,12,False,False,False,False,False,False,0,False,True,False
1689,L48868,297.9,307.4,1606,35.5,14,False,False,False,False,False,False,0,False,True,False
1690,L48869,297.9,307.5,1561,37.7,16,False,False,False,False,False,False,0,False,True,False
1691,M16550,297.9,307.4,1435,42.9,18,False,False,False,False,False,False,0,False,False,True
1692,L48871,297.9,307.5,1602,38.3,21,False,False,False,False,False,False,0,False,True,False
1693,M16552,298.1,307.6,1764,27.7,23,False,False,False,False,False,False,0,False,False,True
1694,H31107,298.0,307.5,1683,27.8,26,False,False,False,False,False,False,0,True,False,False
1695,L48874,298.0,307.5,1618,35.2,31,False,False,False,False,False,False,0,False,True,False
1696,L48875,298.0,307.6,1509,41.6,33,False,False,False,False,False,False,0,False,True,False
1697,L48876,297.9,307.6,1550,39.0,35,False,False,False,False,False,False,0,False,True,False
1698,M16557,297.9,307.6,1519,44.0,37,False,False,False,False,False,False,0,False,False,True
1699,L48878,297.9,307.6,1481,38.0,40,False,False,False,False,False,False,0,False,True,False
1700,L48879,298.1,307.7,1289,48.3,42,False,False,False,False,False,False,0,False,True,False
1701,M16560,298.0,307.6,1844,23.8,44,False,False,False,False,False,False,0,False,False,True
1702,L48881,298.0,307.7,1479,42.5,47,False,False,False,False,False,False,0,False,True,False
1703,L48882,298.0,307.7,1430,47.3,49,False,False,False,False,False,False,0,False,True,False
1704,M16563,298.1,307.8,1636,36.7,51,False,False,False,False,False,False,0,False,False,True
1705,M16564,298.1,307.8,1503,44.7,54,False,False,False,False,False,False,0,False,False,True
1706,M16565,298.1,307.8,1608,32.6,57,False,False,False,False,False,False,0,False,False,True
1707,L48886,298.2,307.8,1521,42.9,60,False,False,False,False,False,False,0,False,True,False
1708,L48887,298.2,307.8,1439,41.6,62,False,False,False,False,False,False,0,False,True,False
1709,L48888,298.2,307.8,1627,31.5,64,False,False,False,False,False,False,0,False,True,False
1710,L48889,298.2,307.8,1749,26.1,66,False,False,False,False,False,False,0,False,True,False
1711,L48890,298.2,307.8,1530,35.9,68,False,False,False,False,False,False,0,False,True,False
1712,L48891,298.2,307.8,1355,51.3,70,False,False,False,False,False,False,0,False,True,False
1713,L48892,298.3,307.9,1551,33.8,72,False,False,False,False,False,False,0,False,True,False
1714,L48893,298.2,307.8,1515,46.7,74,False,False,False,False,False,False,0,False,True,False
1715,L48894,298.2,307.8,1388,48.6,76,False,False,False,False,False,False,0,False,True,False
1716,L48895,298.2,307.8,1585,34.6,78,False,False,False,False,False,False,0,False,True,False
1717,L48896,298.1,307.7,1523,37.7,80,False,False,False,False,False,False,0,False,True,False
1718,L48897,298.2,307.6,1369,54.5,82,False,False,False,False,False,False,0,False,True,False
1719,M16578,298.2,307.7,1681,31.0,84,False,False,False,False,False,False,0,False,False,True
1720,L48899,298.2,307.7,1503,38.3,87,False,False,False,False,False,False,0,False,True,False
1721,L48900,298.2,307.7,1459,44.5,89,False,False,False,False,False,False,0,False,True,False
1722,L48901,298.2,307.7,1688,32.4,91,False,False,False,False,False,False,0,False,True,False
1723,M16582,298.2,307.7,1952,21.6,93,False,False,False,False,False,False,0,False,False,True
1724,L48903,298.2,307.8,2029,19.9,96,False,False,False,False,False,False,0,False,True,False
1725,M16584,298.3,307.8,1457,52.5,98,False,False,False,False,False,False,0,False,False,True
1726,M16585,298.3,307.8,1392,50.4,101,False,False,False,False,False,False,0,False,False,True
1727,L48906,298.3,307.8,1906,22.1,104,False,False,False,False,False,False,0,False,True,False
1728,M16587,298.3,307.7,1602,33.4,106,False,False,False,False,False,False,0,False,False,True
1729,L48908,298.3,307.7,1465,49.4,109,False,False,False,False,False,False,0,False,True,False
1730,M16589,298.3,307.7,1439,43.8,111,False,False,False,False,False,False,0,False,False,True
1731,M16590,298.3,307.8,1330,55.4,114,False,False,False,False,False,False,0,False,False,True
1732,M16591,298.3,307.9,1485,42.0,117,False,False,False,False,False,False,0,False,False,True
1733,H31146,298.4,307.9,1700,28.2,120,False,False,False,False,False,False,0,True,False,False
1734,L48913,298.4,308.0,1515,42.8,125,False,False,False,False,False,False,0,False,True,False
1735,M16594,298.5,308.1,1501,39.2,127,False,False,False,False,False,False,0,False,False,True
1736,L48915,298.4,308.0,1380,47.6,130,False,False,False,False,False,False,0,False,True,False
1737,L48916,298.4,307.9,1544,35.9,132,False,False,False,False,False,False,0,False,True,False
1738,L48917,298.4,307.9,1743,27.3,134,False,False,False,False,False,False,0,False,True,False
1739,H31152,298.4,307.9,1948,21.4,136,False,False,False,False,False,False,0,True,False,False
1740,H31153,298.5,307.9,1260,54.2,141,False,False,False,False,False,False,0,True,False,False
1741,M16600,298.5,307.9,1640,33.1,146,False,False,False,False,False,False,0,False,False,True
1742,M16601,298.5,308.0,1363,49.2,149,False,False,False,False,False,False,0,False,False,True
1743,L48922,298.5,308.0,1379,49.6,152,False,False,False,False,False,False,0,False,True,False
1744,M16603,298.5,308.0,1713,25.8,154,False,False,False,False,False,False,0,False,False,True
1745,M16604,298.5,308.0,1461,51.9,157,False,False,False,False,False,False,0,False,False,True
1746,L48925,298.5,308.0,1624,29.8,160,False,False,False,False,False,False,0,False,True,False
1747,L48926,298.4,308.0,1526,41.1,162,False,False,False,False,False,False,0,False,True,False
1748,L48927,298.4,307.9,2381,14.2,164,False,False,False,False,False,False,0,False,True,False
1750,L48929,298.3,307.7,1576,33.8,171,False,False,False,False,False,False,0,False,True,False
1751,M16610,298.4,307.8,1617,31.6,173,False,False,False,False,False,False,0,False,False,True
1752,L48931,298.3,307.6,1942,20.6,176,False,False,False,False,False,False,0,False,True,False
1753,L48932,298.2,307.6,1492,37.2,178,False,False,False,False,False,False,0,False,True,False
1754,L48933,298.2,307.5,1470,51.3,180,False,False,False,False,False,False,0,False,True,False
1755,M16614,298.0,307.4,1463,46.5,182,False,False,False,False,False,False,0,False,False,True
1756,L48935,298.0,307.3,1424,46.5,185,False,False,False,False,False,False,0,False,True,False
1757,M16616,298.1,307.4,1363,60.1,187,False,False,False,False,False,False,0,False,False,True
1758,M16617,298.1,307.4,1335,56.2,190,False,False,False,False,False,False,0,False,False,True
1759,L48938,298.1,307.4,1608,33.9,193,False,False,False,False,False,False,0,False,True,False
1760,H31173,298.0,307.4,1606,35.2,195,False,False,False,False,False,False,0,True,False,False
1761,L48940,298.1,307.5,1684,33.1,200,False,False,False,False,False,False,0,False,True,False
1762,L48941,298.1,307.6,1950,20.3,202,False,False,False,False,False,False,0,False,True,False
1763,H31176,298.2,307.6,1460,48.6,204,False,False,False,False,False,False,0,True,False,False
1765,H31178,298.2,307.6,1318,55.7,0,False,False,False,False,False,False,0,True,False,False
1766,L48945,298.2,307.6,1368,51.8,5,False,False,False,False,False,False,0,False,True,False
1767,M16626,298.3,307.7,1717,27.1,7,False,False,False,False,False,False,0,False,False,True
1768,M16627,298.3,307.7,1520,41.4,10,False,False,False,False,False,False,0,False,False,True
1769,M16628,298.3,307.8,1485,42.0,13,False,False,False,False,False,False,0,False,False,True
1770,L48949,298.4,307.9,1981,23.2,16,False,False,False,False,False,False,0,False,True,False
1771,H31184,298.4,307.9,1605,31.0,18,False,False,False,False,False,False,0,True,False,False
1772,L48951,298.4,307.9,1446,45.3,23,False,False,False,False,False,False,0,False,True,False
1773,L48952,298.4,308.0,1508,47.9,25,False,False,False,False,False,False,0,False,True,False
1774,L48953,298.5,308.0,1384,59.5,27,False,False,False,False,False,False,0,False,True,False
1775,M16634,298.5,308.0,1519,37.3,29,False,False,False,False,False,False,0,False,False,True
1776,L48955,298.5,308.0,1404,48.1,32,False,False,False,False,False,False,0,False,True,False
1777,L48956,298.5,308.1,1564,31.1,34,False,False,False,False,False,False,0,False,True,False
1778,H31191,298.6,308.2,1555,36.8,36,False,False,False,False,False,False,0,True,False,False
1779,L48958,298.6,308.2,1325,54.0,41,False,False,False,False,False,False,0,False,True,False
1780,M16639,298.6,308.2,1488,44.0,43,False,False,False,False,False,False,0,False,False,True
1781,L48960,298.5,308.2,1595,32.3,46,False,False,False,False,False,False,0,False,True,False
1782,L48961,298.5,308.1,1662,28.6,48,False,False,False,False,False,False,0,False,True,False
1783,L48962,298.4,308.0,1571,37.4,50,False,False,False,False,False,False,0,False,True,False
1784,H31197,298.3,308.0,1553,41.0,52,False,False,False,False,False,False,0,True,False,False
1786,L48965,298.2,308.0,1538,38.2,59,False,False,False,False,False,False,0,False,True,False
1787,L48966,298.4,308.2,1618,33.0,61,False,False,False,False,False,False,0,False,True,False
1788,L48967,298.4,308.2,1364,45.9,63,False,False,False,False,False,False,0,False,True,False
1789,L48968,298.3,308.0,1442,47.3,65,False,False,False,False,False,False,0,False,True,False
1791,L48970,298.2,307.9,1847,23.6,69,False,False,False,False,False,False,0,False,True,False
1792,L48971,298.1,307.8,1524,40.8,71,False,False,False,False,False,False,0,False,True,False
1793,M16652,298.1,307.7,1445,48.0,73,False,False,False,False,False,False,0,False,False,True
1794,L48973,298.1,307.8,1761,28.2,76,False,False,False,False,False,False,0,False,True,False
1795,M16654,298.1,307.8,1514,43.5,78,False,False,False,False,False,False,0,False,False,True
1796,M16655,298.1,307.7,1498,38.3,81,False,False,False,False,False,False,0,False,False,True
1797,H31210,298.1,307.6,1542,37.1,84,False,False,False,False,False,False,0,True,False,False
1798,M16657,298.0,307.6,1508,41.8,89,False,False,False,False,False,False,0,False,False,True
1799,M16658,298.0,307.5,1431,52.9,92,False,False,False,False,False,False,0,False,False,True
1800,M16659,298.0,307.5,1427,45.1,95,False,False,False,False,False,False,0,False,False,True
1801,M16660,298.0,307.5,1524,36.3,98,False,False,False,False,False,False,0,False,False,True
1802,M16661,298.0,307.5,1427,43.6,101,False,False,False,False,False,False,0,False,False,True
1803,H31216,298.1,307.6,1496,44.1,104,False,False,False,False,False,False,0,True,False,False
1804,L48983,298.1,307.7,1388,40.3,109,False,False,False,False,False,False,0,False,True,False
1805,L48984,298.1,307.7,1495,48.1,111,False,False,False,False,False,False,0,False,True,False
1806,H31219,298.1,307.7,1376,56.2,113,False,False,False,False,False,False,0,True,False,False
1807,H31220,298.0,307.6,1593,32.2,118,False,False,False,False,False,False,0,True,False,False
1808,L48987,298.0,307.6,1654,28.9,123,False,False,False,False,False,False,0,False,True,False
1810,L48989,298.1,307.7,1767,27.0,127,False,False,False,False,False,False,0,False,True,False
1811,L48990,298.1,307.6,1364,53.8,129,False,False,False,False,False,False,0,False,True,False
1812,M16671,298.1,307.8,1569,31.2,131,False,False,False,False,False,False,0,False,False,True
1813,L48992,298.2,307.8,1476,36.8,134,False,False,False,False,False,False,0,False,True,False
1814,L48993,298.1,307.7,1479,45.0,136,False,False,False,False,False,False,0,False,True,False
1815,L48994,298.1,307.7,1650,34.1,138,False,False,False,False,False,False,0,False,True,False
1816,M16675,298.1,307.6,1565,36.3,140,False,False,False,False,False,False,0,False,False,True
1817,L48996,298.1,307.6,1460,46.5,143,False,False,False,False,False,False,0,False,True,False
1818,L48997,298.1,307.7,1664,27.6,145,False,False,False,False,False,False,0,False,True,False
1819,M16678,298.1,307.7,1435,40.9,147,False,False,False,False,False,False,0,False,False,True
1820,M16679,298.1,307.6,2066,19.2,150,False,False,False,False,False,False,0,False,False,True
1821,L49000,298.1,307.5,1493,43.7,153,False,False,False,False,False,False,0,False,True,False
