Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_H,Type_L,Type_M,Temperature Difference,Horse Power,Machine Failure
41,False,False,False,False,False,False,False,True,False,10.699999999999989,54708.49999999999,0
43,False,False,False,False,False,False,True,False,False,10.699999999999989,62019.99999999999,0
48,False,False,False,False,False,False,False,False,True,10.799999999999956,49941.0,0
51,False,False,False,False,False,False,False,False,True,10.799999999999956,69322.0,0
54,False,False,False,False,False,False,True,False,False,10.800000000000011,50220.0,0
59,False,False,False,False,False,False,False,True,False,10.699999999999989,56869.4,0
61,False,False,False,False,False,False,False,True,False,10.699999999999989,59888.7,0
63,False,False,False,False,False,False,False,False,True,10.799999999999956,68362.2,0
66,False,False,False,False,False,False,False,True,False,10.799999999999956,51881.4,0
68,False,False,False,False,False,False,False,False,True,10.699999999999989,53838.9,0
71,False,False,False,False,False,False,False,False,True,10.699999999999989,54218.2,0
74,False,False,False,False,False,False,False,False,True,10.800000000000011,58102.2,0
77,False,False,False,False,False,False,False,True,False,10.800000000000011,58732.8,0
79,False,False,False,False,False,False,True,False,False,10.699999999999989,50676.0,0
84,False,False,False,False,False,False,False,True,False,10.699999999999989,68736.4,0
86,False,False,False,False,False,False,False,True,False,10.799999999999956,77666.40000000001,0
88,False,False,False,False,False,False,False,True,False,10.799999999999956,77797.5,0
90,False,False,False,False,False,False,False,False,True,10.899999999999975,63476.8,0
93,False,False,False,False,False,False,False,False,True,10.799999999999956,60092.7,0
96,False,False,False,False,False,False,False,True,False,10.899999999999975,58815.5,0
98,False,False,False,False,False,False,True,False,False,10.899999999999975,57290.7,0
103,False,False,False,False,False,False,False,False,True,10.800000000000011,60338.4,0
106,False,False,False,False,False,False,False,True,False,10.899999999999975,61112.4,0
108,False,False,False,False,False,False,False,False,True,10.900000000000034,72638.5,0
111,False,False,False,False,False,False,False,True,False,10.900000000000034,59304.0,0
113,False,False,False,False,False,False,False,True,False,10.900000000000034,61533.0,0
115,False,False,False,False,False,False,False,True,False,10.800000000000011,57334.2,0
117,False,False,False,False,False,False,False,False,True,10.800000000000011,72711.9,0
120,False,False,False,False,False,False,False,False,True,10.800000000000011,76753.59999999999,0
123,False,False,False,False,False,False,False,True,False,10.899999999999975,51567.6,0
125,False,False,False,False,False,False,False,True,False,10.899999999999975,47007.2,0
129,False,False,False,False,False,False,False,True,False,11.0,62458.4,0
131,False,False,False,False,False,False,False,True,False,11.0,64080.0,0
133,False,False,False,False,False,False,False,False,True,11.100000000000025,49734.0,0
136,False,False,False,False,False,False,False,True,False,11.0,45881.6,0
138,False,False,False,False,False,False,False,False,True,11.0,64195.6,0
141,False,False,False,False,False,False,False,True,False,11.099999999999966,67137.09999999999,0
143,False,False,False,False,False,False,False,True,False,11.0,75439.59999999999,0
145,False,False,False,False,False,False,False,True,False,11.099999999999966,70131.0,0
147,False,False,False,False,False,False,False,False,True,11.099999999999966,77158.4,0
150,False,False,False,False,False,False,False,True,False,11.099999999999966,68182.0,0
152,False,False,False,False,False,False,False,True,False,11.0,56807.1,0
154,False,False,False,False,False,False,False,False,True,10.899999999999975,64666.0,0
157,False,False,False,False,False,False,False,False,True,10.899999999999975,70470.0,0
160,False,False,False,False,False,False,False,True,False,10.899999999999975,60967.2,0
162,False,False,False,False,False,False,False,True,False,10.900000000000034,59226.7,0
164,False,False,False,False,False,False,False,True,False,10.900000000000034,63474.0,0
166,False,False,False,False,False,False,False,False,True,10.900000000000034,51268.6,0
169,False,False,False,False,False,False,True,False,False,10.900000000000034,65487.2,0
174,False,False,False,False,False,False,False,True,False,11.0,69182.40000000001,0
176,False,False,False,False,False,False,False,True,False,11.100000000000025,35490.0,0
178,False,False,False,False,False,False,False,True,False,11.0,52348.8,0
180,False,False,False,False,False,False,False,True,False,11.200000000000044,54199.4,0
182,False,False,False,False,False,False,False,True,False,11.300000000000011,76125.4,0
184,False,False,False,False,False,False,False,True,False,11.300000000000011,59532.3,0
186,False,False,False,False,False,False,False,True,False,11.199999999999989,77760.0,0
188,False,False,False,False,False,False,False,True,False,11.200000000000044,74684.09999999999,0
190,False,False,False,False,False,False,False,False,True,11.100000000000025,67360.0,0
193,False,False,False,False,False,False,False,False,True,11.200000000000044,63669.6,0
196,False,False,False,False,False,False,False,True,False,11.200000000000044,60256.7,0
198,False,False,False,False,False,False,False,False,True,11.100000000000025,66092.8,0
201,False,False,False,False,False,False,False,True,False,11.199999999999989,63304.7,0
203,False,False,False,False,False,False,False,True,False,11.100000000000025,66901.6,0
205,False,False,False,False,False,False,False,True,False,11.0,54268.5,0
207,False,False,False,False,False,False,False,True,False,11.0,51610.0,0
209,False,False,False,False,False,False,False,True,False,10.899999999999975,64670.8,0
211,False,False,False,False,False,False,False,True,False,11.100000000000025,56510.99999999999,0
213,False,False,False,False,False,False,False,True,False,11.0,69839.40000000001,0
0,False,False,False,False,False,False,False,True,False,11.0,38072.7,0
2,False,False,False,False,False,False,False,False,True,11.0,57338.2,0
5,False,False,False,False,False,False,False,False,True,11.0,51519.6,0
8,False,False,False,False,False,False,False,False,True,11.0,51532.7,0
11,False,False,False,False,False,False,False,True,False,11.0,73581.6,0
13,False,False,False,False,False,False,False,True,False,11.0,65147.6,0
15,False,False,False,False,False,False,False,True,False,11.099999999999966,65351.00000000001,0
17,False,False,False,False,False,False,False,False,True,11.099999999999966,48118.5,0
20,False,False,False,False,False,False,False,True,False,11.100000000000025,67394.9,0
22,False,False,False,False,False,False,False,False,True,11.0,63131.2,0
25,False,False,False,False,False,False,False,False,True,11.0,58855.5,0
28,False,False,False,False,False,False,False,True,False,11.100000000000025,75258.4,0
30,False,False,False,False,False,False,False,True,False,11.100000000000025,59211.600000000006,0
32,False,False,False,False,False,False,False,True,False,11.0,60587.4,0
34,False,False,False,False,False,False,False,False,True,10.899999999999975,58200.2,0
37,False,False,False,False,False,False,False,False,True,10.899999999999975,43797.6,0
40,False,False,False,False,False,False,False,False,True,11.0,66334.8,0
43,False,False,False,False,False,False,False,True,False,10.900000000000034,61511.600000000006,0
45,False,False,False,False,False,False,False,True,False,11.0,54595.2,0
47,False,False,False,False,False,False,False,True,False,11.0,59213.0,0
49,False,False,False,False,False,False,False,True,False,11.0,70000.2,0
51,False,False,False,False,False,False,False,False,True,10.900000000000034,53111.0,0
54,False,False,False,False,False,False,False,True,False,11.100000000000025,54448.8,0
56,False,False,False,False,False,False,True,False,False,11.0,64913.8,0
63,False,False,False,False,False,False,True,False,False,11.100000000000025,66251.90000000001,0
68,False,False,False,False,False,False,False,True,False,11.0,58850.4,0
70,False,False,False,False,False,False,False,True,False,11.100000000000025,47873.1,0
72,False,False,False,False,False,False,False,True,False,11.100000000000025,56628.0,0
74,False,False,False,False,False,False,False,False,True,11.099999999999966,82422.4,0
77,False,False,False,False,False,False,False,True,False,11.100000000000025,69684.8,0
79,False,False,False,False,False,False,False,True,False,11.099999999999966,61473.8,0
81,False,False,False,False,False,False,False,False,True,11.099999999999966,59172.3,0
84,False,False,False,False,False,False,True,False,False,11.100000000000025,66384.0,0
89,False,False,False,False,False,False,False,False,True,11.200000000000044,50933.0,0
92,False,False,False,False,False,False,False,True,False,11.300000000000011,54662.00000000001,0
94,False,False,False,False,False,False,False,True,False,11.300000000000011,68408.8,0
96,False,False,False,False,False,False,False,True,False,11.300000000000011,82024.59999999999,0
98,False,False,False,False,False,False,True,False,False,11.399999999999975,70352.8,0
103,False,False,False,False,False,False,False,True,False,11.200000000000044,68393.6,0
105,False,False,False,False,False,False,False,True,False,11.300000000000011,63303.6,0
107,False,False,False,False,False,False,False,True,False,11.200000000000044,62434.8,0
109,False,False,False,False,False,False,True,False,False,11.300000000000011,60102.0,0
114,False,False,False,False,False,False,False,True,False,11.300000000000011,56360.4,0
116,False,False,False,False,False,False,False,True,False,11.300000000000011,62192.2,0
120,False,False,False,False,False,False,False,True,False,11.300000000000011,53942.7,0
122,False,False,False,False,False,False,False,False,True,11.300000000000011,62462.4,0
125,False,False,False,False,False,False,False,True,False,11.300000000000011,64325.0,0
127,False,False,False,False,False,False,False,True,False,11.300000000000011,36003.0,0
129,False,False,False,False,False,False,False,True,False,11.399999999999975,51160.4,0
131,False,False,False,False,False,False,False,False,True,11.5,51862.2,0
134,False,False,False,False,False,False,True,False,False,11.5,66255.8,0
139,False,False,False,False,False,False,True,False,False,11.5,60165.6,0
144,False,False,False,False,False,False,False,False,True,11.600000000000025,62574.6,0
147,False,False,False,False,False,False,False,False,True,11.600000000000025,56240.0,0
150,False,False,False,False,False,False,False,True,False,11.700000000000044,73604.4,0
152,False,False,False,False,False,False,False,True,False,11.700000000000044,56718.0,0
154,False,False,False,False,False,False,False,True,False,11.600000000000025,59503.0,0
156,False,False,False,False,False,False,True,False,False,11.600000000000025,60775.2,0
161,False,False,False,False,False,False,False,True,False,11.600000000000025,41425.8,0
163,False,False,False,False,False,False,False,False,True,11.5,75807.9,0
166,False,False,False,False,False,False,False,True,False,11.600000000000025,50656.0,0
168,False,False,False,False,False,False,False,False,True,11.699999999999989,61462.0,0
171,False,False,False,False,False,False,False,True,False,11.699999999999989,57895.2,0
173,False,False,False,False,False,False,False,True,False,11.600000000000025,75335.59999999999,0
175,False,False,False,False,False,False,False,True,False,11.600000000000025,52841.600000000006,0
177,False,False,False,False,False,False,False,False,True,11.600000000000025,51729.5,0
180,False,False,False,False,False,False,False,False,True,11.700000000000044,56793.8,0
183,False,False,False,False,False,False,False,False,True,11.700000000000044,51205.0,0
186,False,False,False,False,False,False,False,True,False,11.800000000000011,67795.2,0
188,False,False,False,False,False,False,False,False,True,11.699999999999989,75162.59999999999,0
191,False,False,False,False,False,False,False,True,False,11.800000000000011,55296.1,0
193,False,False,False,False,False,False,False,True,False,11.800000000000011,64752.0,0
195,False,False,False,False,False,False,False,True,False,11.800000000000011,61074.0,0
197,False,False,False,False,False,False,False,True,False,11.800000000000011,57035.99999999999,0
199,False,False,False,False,False,False,False,True,False,11.799999999999956,66034.8,0
201,False,False,False,False,False,False,True,False,False,11.800000000000011,72512.3,0
206,False,False,False,False,False,False,False,False,True,11.699999999999989,61200.0,0
209,False,False,False,False,False,False,False,True,False,11.600000000000025,58996.00000000001,0
211,False,False,False,False,False,False,False,True,False,11.600000000000025,48652.2,0
213,False,False,False,False,False,False,False,True,False,11.600000000000025,53176.5,0
215,False,False,False,False,False,False,False,False,True,11.699999999999989,49429.6,0
218,False,False,False,False,False,False,False,False,True,11.699999999999989,67636.8,0
221,False,False,False,False,False,False,False,True,False,11.599999999999966,60186.99999999999,0
0,False,False,False,False,False,False,False,False,True,11.599999999999966,69360.2,0
3,False,False,False,False,False,False,False,False,True,11.699999999999989,64065.1,0
6,False,False,False,False,False,False,False,True,False,11.699999999999989,56350.0,0
8,False,False,False,False,False,False,False,True,False,11.699999999999989,52924.9,0
10,False,False,False,False,False,False,True,False,False,11.599999999999966,69649.0,0
15,False,False,False,False,False,False,False,True,False,11.600000000000025,46567.8,0
17,False,False,False,False,False,False,False,False,True,11.699999999999989,58439.49999999999,0
20,False,False,False,False,False,False,False,True,False,11.800000000000011,58650.0,0
22,False,False,False,False,False,False,False,True,False,11.800000000000011,58272.6,0
24,False,False,False,False,False,False,False,True,False,11.699999999999989,63884.8,0
26,False,False,False,False,False,False,False,True,False,11.800000000000011,55406.4,0
28,False,False,False,False,False,False,False,True,False,11.800000000000011,53784.00000000001,0
30,False,False,False,False,False,False,False,True,False,11.699999999999989,48020.0,0
32,False,False,False,False,False,False,False,True,False,11.800000000000011,51786.8,0
34,False,False,False,False,False,False,False,False,True,11.899999999999975,80956.2,0
37,False,False,False,False,False,False,False,True,False,11.899999999999975,39634.4,0
39,False,False,False,False,False,False,False,False,True,11.800000000000011,40134.6,0
42,False,False,False,False,False,False,False,True,False,11.899999999999975,58535.4,0
44,False,False,False,False,False,False,False,True,False,11.899999999999975,53592.6,0
46,False,False,False,False,False,False,False,False,True,12.0,63277.600000000006,0
49,False,False,False,False,False,False,False,True,False,12.0,64305.9,0
51,False,False,False,False,False,False,False,True,False,12.0,57348.0,0
53,False,False,False,False,False,False,False,True,False,12.0,66703.0,0
55,False,False,False,False,False,False,False,True,False,11.899999999999975,69473.8,0
57,False,False,False,False,False,False,False,False,True,12.0,56993.6,0
60,False,False,False,False,False,False,False,False,True,12.0,65847.2,0
63,False,False,False,False,False,False,False,True,False,11.899999999999975,56797.8,0
65,False,False,False,False,False,False,False,False,True,11.899999999999975,55029.8,0
68,False,False,False,False,False,False,False,True,False,11.899999999999975,54060.1,0
70,False,False,False,False,False,False,False,True,False,11.899999999999975,65512.2,0
72,False,False,False,False,False,False,False,True,False,11.800000000000011,49915.0,0
74,False,False,False,False,False,False,False,True,False,11.800000000000011,54208.2,0
76,False,False,False,False,False,False,True,False,False,11.900000000000034,71526.0,0
81,False,False,False,False,False,False,False,True,False,11.900000000000034,43623.2,0
83,False,False,False,False,False,False,True,False,False,11.900000000000034,65188.0,0
88,False,False,False,False,False,False,False,False,True,11.900000000000034,55163.2,0
91,False,False,False,False,False,False,False,False,True,11.900000000000034,45795.0,0
94,False,False,False,False,False,False,False,True,False,12.0,67021.5,0
96,False,False,False,False,False,False,False,True,False,12.0,67780.8,0
98,False,False,False,False,False,False,False,True,False,11.899999999999975,44534.1,0
100,False,False,False,False,False,False,True,False,False,11.800000000000011,56424.3,0
105,False,False,False,False,False,False,False,False,True,11.899999999999975,48704.600000000006,0
108,False,False,False,False,False,False,False,True,False,11.799999999999956,43271.8,0
110,False,False,False,False,False,False,False,True,False,11.899999999999975,43958.7,0
112,False,False,False,False,False,False,False,False,True,11.899999999999975,58242.6,0
115,False,False,False,False,False,False,False,True,False,11.900000000000034,70862.40000000001,0
117,False,False,False,False,False,False,False,True,False,11.800000000000011,58054.8,0
119,False,False,False,False,False,False,False,True,False,11.800000000000011,49921.2,0
121,False,False,False,False,False,False,False,True,False,11.800000000000011,69178.2,0
123,False,False,False,False,False,False,False,False,True,11.900000000000034,56770.0,0
126,False,False,False,False,False,False,False,False,True,11.900000000000034,56304.0,0
129,False,False,False,False,False,False,True,False,False,11.899999999999975,61970.4,0
134,False,False,False,False,False,False,False,False,True,12.0,64945.8,0
137,False,False,False,False,False,False,False,True,False,11.899999999999975,67985.7,0
139,False,False,False,False,False,False,False,False,True,11.899999999999975,69213.9,0
142,False,False,False,False,False,False,False,True,False,11.899999999999975,57090.0,0
144,False,False,False,False,False,False,False,True,False,11.899999999999975,61021.8,0
146,False,False,False,False,False,False,False,True,False,11.899999999999975,76707.6,0
148,False,False,False,False,False,False,False,False,True,11.899999999999975,57723.2,0
151,False,False,False,False,False,False,False,True,False,11.899999999999975,48636.6,0
153,False,False,False,False,False,False,False,True,False,11.900000000000034,53820.8,0
155,False,False,False,False,False,False,True,False,False,12.0,53574.9,0
160,False,False,False,False,False,False,True,False,False,12.0,56205.99999999999,0
165,False,False,False,False,False,False,False,False,True,12.099999999999966,51931.7,0
168,False,False,False,False,False,False,False,False,True,12.0,50736.0,0
171,False,False,False,False,False,False,False,True,False,11.899999999999975,42763.5,0
173,False,False,False,False,False,False,False,False,True,11.900000000000034,56179.2,0
176,False,False,False,False,False,False,False,True,False,12.0,61418.0,0
178,False,False,False,False,False,False,False,False,True,12.0,48604.0,0
181,False,False,False,False,False,False,False,True,False,12.099999999999966,66199.0,0
183,False,False,False,False,False,False,False,True,False,12.0,66240.0,0
185,False,False,False,False,False,False,False,False,True,12.100000000000025,60006.3,0
188,False,False,False,False,False,False,False,False,True,12.0,78114.0,0
191,False,False,False,False,False,False,True,False,False,12.0,73584.0,0
196,False,False,False,False,False,False,False,True,False,12.0,59980.7,0
198,False,False,False,False,False,False,False,True,False,12.0,56414.4,0
200,False,False,False,False,False,False,False,False,True,11.899999999999975,53210.0,0
203,False,False,False,False,False,False,False,False,True,12.0,45849.0,0
206,False,False,False,False,False,False,False,True,False,11.899999999999975,59802.6,0
208,False,False,False,False,False,False,False,True,False,11.899999999999975,65977.2,0
210,False,False,False,False,False,False,True,False,False,11.900000000000034,54643.4,0
215,False,False,False,False,False,False,True,False,False,12.0,68395.8,0
220,False,False,False,False,False,False,False,True,False,11.899999999999975,41020.5,0
224,False,False,False,False,False,False,True,False,False,11.899999999999975,53721.3,0
229,False,False,False,False,False,False,False,True,False,11.799999999999956,54375.2,0
231,False,False,False,False,False,False,False,True,False,11.799999999999956,59938.2,0
233,False,False,False,False,False,False,False,True,False,11.899999999999975,55673.9,0
235,False,False,False,False,False,False,True,False,False,11.800000000000011,63592.50000000001,0
240,False,False,False,False,False,False,True,False,False,12.0,46537.2,0
0,False,False,False,False,False,False,False,True,False,12.100000000000025,66518.40000000001,0
2,False,False,False,False,False,False,True,False,False,12.0,64411.2,0
7,False,False,False,False,False,False,False,False,True,12.0,70623.0,0
10,False,False,False,False,False,False,False,False,True,12.0,57068.99999999999,0
13,False,False,False,False,False,False,True,False,False,12.0,66544.8,0
18,False,False,False,False,False,False,False,True,False,11.900000000000034,70892.0,0
20,False,False,False,False,False,False,True,False,False,12.0,50257.600000000006,0
25,False,False,False,False,False,False,False,True,False,11.899999999999975,57703.1,0
27,False,False,False,False,False,False,False,True,False,11.800000000000011,36859.2,0
29,False,False,False,False,False,False,False,True,False,11.900000000000034,42600.0,0
33,False,False,False,False,False,False,False,True,False,12.0,52119.6,0
35,False,False,False,False,False,False,False,False,True,11.900000000000034,50620.7,0
38,False,False,False,False,False,False,False,True,False,11.900000000000034,73780.5,0
40,False,False,False,False,False,False,False,False,True,11.899999999999975,53053.5,0
43,False,False,False,False,False,False,False,True,False,11.899999999999975,66923.1,0
45,False,False,False,False,False,False,False,True,False,11.799999999999956,52942.5,0
47,False,False,False,False,False,False,False,True,False,11.899999999999975,51695.8,0
49,False,False,False,False,False,False,False,True,False,11.899999999999975,63517.7,0
51,False,False,False,False,False,False,False,True,False,11.799999999999956,51266.4,0
53,False,False,False,False,False,False,False,True,False,11.799999999999956,49020.0,0
55,False,False,False,False,False,False,False,False,True,11.899999999999975,65314.00000000001,0
58,False,False,False,False,False,False,False,True,False,11.799999999999956,49916.8,0
60,False,False,False,False,False,False,True,False,False,11.799999999999956,49062.600000000006,0
65,False,False,False,False,False,False,False,False,True,11.899999999999975,60038.3,0
68,False,False,False,False,False,False,True,False,False,11.800000000000011,63338.600000000006,0
73,False,False,False,False,False,False,False,True,False,11.699999999999989,67362.90000000001,0
75,False,False,False,False,False,False,False,False,True,11.800000000000011,68894.40000000001,0
78,False,False,False,False,False,False,False,True,False,11.800000000000011,63782.4,0
80,False,False,False,False,False,False,False,False,True,11.800000000000011,55200.0,0
83,False,False,False,False,False,False,False,True,False,11.700000000000044,45646.2,0
85,False,False,False,False,False,False,True,False,False,11.800000000000011,56738.4,0
90,False,False,False,False,False,False,False,True,False,11.800000000000011,56083.49999999999,0
92,False,False,False,False,False,False,False,True,False,11.700000000000044,53961.600000000006,0
94,False,False,False,False,False,False,False,True,False,11.700000000000044,61401.00000000001,0
96,False,False,False,False,False,False,False,False,True,11.700000000000044,77163.0,0
99,False,False,False,False,False,False,False,True,False,11.800000000000011,69905.7,0
101,False,False,False,False,False,False,False,True,False,11.699999999999989,69496.0,0
103,False,False,False,False,False,False,False,True,False,11.600000000000025,57964.2,0
105,False,False,False,False,False,False,True,False,False,11.699999999999989,66834.90000000001,0
110,False,False,False,False,False,False,False,True,False,11.699999999999989,63303.8,0
112,False,False,False,False,False,False,False,True,False,11.599999999999966,62691.2,0
114,False,False,False,False,False,False,False,True,False,11.699999999999989,44406.2,0
116,False,False,False,False,False,False,False,True,False,11.599999999999966,64225.7,0
118,False,False,False,False,False,False,False,True,False,11.5,59279.0,0
120,False,False,False,False,False,False,False,True,False,11.600000000000025,57292.8,0
122,False,False,False,False,False,False,False,True,False,11.600000000000025,71973.9,0
124,False,False,False,False,False,False,False,False,True,11.700000000000044,58781.99999999999,0
127,False,False,False,False,False,False,False,True,False,11.600000000000025,66581.0,0
129,False,False,False,False,False,False,False,False,True,11.599999999999966,71966.2,0
132,False,False,False,False,False,False,False,False,True,11.599999999999966,54567.5,0
135,False,False,False,False,False,False,True,False,False,11.699999999999989,48561.6,0
140,False,False,False,False,False,False,False,True,False,11.699999999999989,61387.2,0
142,False,False,False,False,False,False,False,False,True,11.699999999999989,63845.7,0
145,False,False,False,False,False,False,False,True,False,11.600000000000025,57527.1,0
147,False,False,False,False,False,False,True,False,False,11.600000000000025,68460.0,0
152,False,False,False,False,False,False,False,False,True,11.5,49881.6,0
155,False,False,False,False,False,False,False,True,False,11.599999999999966,53324.100000000006,0
157,False,False,False,False,False,False,False,True,False,11.5,58466.7,0
159,False,False,False,False,False,False,False,True,False,11.5,61899.5,0
161,False,False,False,False,False,False,False,True,False,11.5,40501.5,0
163,False,False,False,False,False,False,False,True,False,11.399999999999975,52004.7,0
165,False,False,False,False,False,False,False,True,False,11.400000000000034,55677.99999999999,0
167,False,False,False,False,False,False,False,False,True,11.400000000000034,48669.2,0
170,False,False,False,False,False,False,False,True,False,11.5,79989.0,0
172,False,False,False,False,False,False,False,True,False,11.400000000000034,57481.6,0
174,False,False,False,False,False,False,False,True,False,11.5,71145.90000000001,0
176,False,False,False,False,False,False,False,False,True,11.5,46580.0,0
179,False,False,False,False,False,False,False,False,True,11.399999999999975,65071.2,0
182,False,False,False,False,False,False,False,False,True,11.299999999999956,56349.9,0
185,False,False,False,False,False,False,False,True,False,11.399999999999975,64636.0,0
187,False,False,False,False,False,False,False,True,False,11.399999999999975,65886.0,0
189,False,False,False,False,False,False,False,True,False,11.399999999999975,48584.9,0
191,False,False,False,False,False,False,False,True,False,11.5,63945.0,0
193,False,False,False,False,False,False,False,True,False,11.399999999999975,70761.5,0
195,False,False,False,False,False,False,False,True,False,11.399999999999975,41712.0,0
197,False,False,False,False,False,False,True,False,False,11.399999999999975,55456.7,0
202,False,False,False,False,False,False,False,True,False,11.399999999999975,46278.8,0
204,False,False,False,False,False,False,False,True,False,11.399999999999975,54079.2,0
206,False,False,False,False,False,False,False,False,True,11.299999999999956,61905.600000000006,0
209,False,False,False,False,False,False,False,True,False,11.299999999999956,69117.3,0
0,False,False,False,False,False,False,False,True,False,11.199999999999989,59987.2,0
2,False,False,False,False,False,False,False,False,True,11.300000000000011,64792.0,0
5,False,False,False,False,False,False,True,False,False,11.300000000000011,54721.9,0
10,False,False,False,False,False,False,False,True,False,11.300000000000011,58676.600000000006,0
12,False,False,False,False,False,False,False,False,True,11.399999999999975,79254.0,0
15,False,False,False,False,False,False,False,True,False,11.399999999999975,64895.6,0
17,False,False,False,False,False,False,False,False,True,11.300000000000011,61003.2,0
20,False,False,False,False,False,False,False,False,True,11.300000000000011,54979.2,0
23,False,False,False,False,False,False,True,False,False,11.199999999999989,68808.0,0
28,False,False,False,False,False,False,False,True,False,11.300000000000011,45725.6,0
30,False,False,False,False,False,False,False,True,False,11.300000000000011,66441.6,0
32,False,False,False,False,False,False,False,False,True,11.300000000000011,48589.2,0
35,False,False,False,False,False,False,False,False,True,11.300000000000011,60761.6,0
38,False,False,False,False,False,False,False,False,True,11.300000000000011,64914.4,0
41,False,False,False,False,False,False,True,False,False,11.399999999999975,45804.0,0
46,False,False,False,False,False,False,True,False,False,11.399999999999975,75282.40000000001,0
51,False,False,False,False,False,False,True,False,False,11.399999999999975,56802.600000000006,0
56,False,False,False,False,False,False,False,True,False,11.400000000000034,61425.9,0
58,False,False,False,False,False,False,False,True,False,11.400000000000034,62265.9,0
60,False,False,False,False,False,False,False,True,False,11.400000000000034,56569.1,0
62,False,False,False,False,False,False,False,True,False,11.5,69700.0,0
64,False,False,False,False,False,False,False,True,False,11.399999999999975,67509.8,0
66,False,False,False,False,False,False,False,False,True,11.399999999999975,45919.5,0
69,False,False,False,False,False,False,False,False,True,11.199999999999989,57684.100000000006,0
72,False,False,False,False,False,False,False,True,False,11.199999999999989,61867.8,0
74,False,False,False,False,False,False,True,False,False,11.199999999999989,55507.2,0
79,False,False,False,False,False,False,False,False,True,11.199999999999989,53182.8,0
82,False,False,False,False,False,False,False,True,False,11.100000000000025,60751.5,0
84,False,False,False,False,False,False,False,False,True,11.199999999999989,73947.3,0
87,False,False,False,False,False,False,True,False,False,11.199999999999989,60491.1,0
92,False,False,False,False,False,False,False,True,False,11.199999999999989,51089.2,0
94,False,False,False,False,False,False,False,True,False,11.300000000000011,57567.4,0
96,False,False,False,False,False,False,False,False,True,11.199999999999989,62092.2,0
99,False,False,False,False,False,False,False,True,False,11.199999999999989,50177.4,0
101,False,False,False,False,False,False,False,False,True,11.199999999999989,64994.4,0
104,False,False,False,False,False,False,False,False,True,11.199999999999989,67442.90000000001,0
107,False,False,False,False,False,False,False,False,True,11.199999999999989,47685.7,0
110,False,False,False,False,False,False,False,True,False,11.199999999999989,66666.6,0
112,False,False,False,False,False,False,False,True,False,11.199999999999989,54632.8,0
114,False,False,False,False,False,False,False,True,False,11.200000000000044,66769.59999999999,0
116,False,False,False,False,False,False,False,True,False,11.200000000000044,58245.8,0
118,False,False,False,False,False,False,False,True,False,11.200000000000044,78248.40000000001,0
120,False,False,False,False,False,False,True,False,False,11.200000000000044,65035.99999999999,0
125,False,False,False,False,False,False,False,True,False,11.300000000000011,57010.5,0
127,False,False,False,False,False,False,False,True,False,11.300000000000011,57603.0,0
129,False,False,False,False,False,False,False,True,False,11.400000000000034,84070.7,0
131,False,False,False,False,False,False,False,True,False,11.5,43054.2,0
133,False,False,False,False,False,False,False,True,False,11.399999999999975,52406.4,0
135,False,False,False,False,False,False,False,True,False,11.399999999999975,63786.9,0
137,False,False,False,False,False,False,False,False,True,11.5,69450.0,0
140,False,False,False,False,False,False,False,True,False,11.399999999999975,61994.0,0
142,False,False,False,False,False,False,False,True,False,11.400000000000034,56088.00000000001,0
144,False,False,False,False,False,False,False,False,True,11.400000000000034,60887.2,0
147,False,False,False,False,False,False,True,False,False,11.300000000000011,56362.4,0
152,False,False,False,False,False,False,False,False,True,11.300000000000011,71677.5,0
155,False,False,False,False,False,False,False,True,False,11.300000000000011,59792.2,0
157,False,False,False,False,False,False,False,False,True,11.300000000000011,74579.7,0
160,False,False,False,False,False,False,False,False,True,11.300000000000011,75843.0,0
163,False,False,False,False,False,False,False,True,False,11.400000000000034,42520.4,0
165,False,False,False,False,False,False,False,False,True,11.299999999999956,59682.0,0
168,False,False,False,False,False,False,True,False,False,11.399999999999975,71253.0,0
173,False,False,False,False,False,False,False,True,False,11.5,50446.8,0
175,False,False,False,False,False,False,False,True,False,11.400000000000034,59401.00000000001,0
177,False,False,False,False,False,False,True,False,False,11.400000000000034,57780.8,0
182,False,False,False,False,False,False,False,True,False,11.5,69125.4,0
184,False,False,False,False,False,False,False,True,False,11.5,58101.99999999999,0
186,False,False,False,False,False,False,False,False,True,11.5,68005.0,0
189,False,False,False,False,False,False,False,True,False,11.400000000000034,58704.4,0
191,False,False,False,False,False,False,False,True,False,11.399999999999975,57012.100000000006,0
193,False,False,False,False,False,False,False,True,False,11.399999999999975,73221.8,0
195,False,False,False,False,False,False,False,True,False,11.400000000000034,59305.0,0
197,False,False,False,False,False,False,False,True,False,11.300000000000011,73565.7,0
201,False,False,False,False,False,False,False,True,False,11.300000000000011,65494.8,0
203,False,False,False,False,False,False,True,False,False,11.400000000000034,70746.4,0
208,False,False,False,False,False,False,False,True,False,11.399999999999975,44109.4,0
210,False,False,False,False,False,False,False,True,False,11.300000000000011,56487.99999999999,0
212,False,False,False,False,False,False,False,False,True,11.300000000000011,44600.6,0
215,False,False,False,False,False,False,False,True,False,11.200000000000044,69251.40000000001,0
217,False,False,False,False,False,False,False,True,False,11.199999999999989,62054.4,0
219,False,False,False,False,False,False,False,False,True,11.200000000000044,65696.9,0
222,False,False,False,False,False,False,True,False,False,11.300000000000011,65200.4,0
