Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Type_H,Type_L,Type_M,Temperature Difference,power,Total_MF,norm_power,norm_temp_diff,norm_tool_wear,tool_wear_adjusted,norm_tool_wear_adjusted
1421,47.2,0,False,False,False,False,False,False,False,True,9.400000000000034,67071.2,0,0.6302902028454079,0.40000000000000996,0.0,-3,0.00784313725490196
1444,42.0,3,False,False,False,False,False,False,False,True,9.5,60648.0,0,0.5581304429884871,0.4222222222222243,0.011857707509881422,0,0.0196078431372549
1827,23.0,6,False,False,False,False,False,False,True,False,9.600000000000025,42021.0,0,0.3488702849901589,0.4444444444444517,0.023715415019762844,4,0.03529411764705882
1374,47.7,8,False,False,False,False,False,True,False,False,9.600000000000025,65539.8,0,0.6130860902154278,0.4444444444444517,0.03162055335968379,3,0.03137254901960784
1650,29.6,13,False,False,False,False,False,False,True,False,9.600000000000025,48840.0,0,0.4254765563913829,0.4444444444444517,0.05138339920948617,11,0.06274509803921569
1275,60.7,15,False,False,False,False,False,False,True,False,9.5,77392.5,0,0.7462421472673839,0.4222222222222243,0.05928853754940711,13,0.07058823529411765
1421,44.6,17,False,False,False,False,False,False,True,False,9.5,63376.6,0,0.5887841857873405,0.4222222222222243,0.06719367588932806,15,0.0784313725490196
1557,33.8,19,False,False,False,False,False,False,True,False,9.600000000000025,52626.6,0,0.4680161233788995,0.4444444444444517,0.07509881422924901,17,0.08627450980392157
1506,35.2,21,False,False,False,False,False,False,True,False,9.699999999999989,53011.2,0,0.4723368114535307,0.4666666666666656,0.08300395256916997,19,0.09411764705882353
1362,49.1,23,False,False,False,False,False,False,True,False,9.599999999999966,66874.2,0,0.6280770578877835,0.44444444444443865,0.09090909090909091,21,0.10196078431372549
1542,47.1,25,False,False,False,False,False,False,True,False,9.699999999999989,72628.2,0,0.6927188654317992,0.4666666666666656,0.09881422924901186,23,0.10980392156862745
1496,38.8,27,False,False,False,False,False,False,True,False,9.600000000000025,58044.8,0,0.5288854736804264,0.4444444444444517,0.1067193675889328,25,0.11764705882352941
1491,42.0,29,False,False,False,False,False,False,False,True,9.600000000000025,62622.0,0,0.580306829518186,0.4444444444444517,0.11462450592885376,26,0.12156862745098039
1565,34.8,32,False,False,False,False,False,False,True,False,9.5,54461.99999999999,0,0.4886354444714066,0.4222222222222243,0.12648221343873517,30,0.13725490196078433
1481,37.9,34,False,False,False,False,False,False,True,False,9.599999999999966,56129.9,0,0.507373030638015,0.44444444444443865,0.13438735177865613,32,0.1450980392156863
1420,48.4,36,False,False,False,False,False,False,False,True,9.599999999999966,68728.0,0,0.6489030889661804,0.44444444444443865,0.1422924901185771,33,0.14901960784313725
1398,54.8,39,False,False,False,False,False,False,True,False,9.600000000000025,76610.4,0,0.7374558494432312,0.4444444444444517,0.1541501976284585,37,0.16470588235294117
1466,45.7,41,False,False,False,False,False,False,False,True,9.600000000000025,66996.2,0,0.6294476349681397,0.4444444444444517,0.16205533596837945,38,0.16862745098039217
1430,56.7,44,False,False,False,False,False,False,True,False,9.699999999999989,81081.0,0,0.7876796354714336,0.4666666666666656,0.17391304347826086,42,0.1843137254901961
1441,40.1,46,False,False,False,False,False,False,True,False,9.599999999999966,57784.1,0,0.5259567077390422,0.44444444444443865,0.18181818181818182,44,0.19215686274509805
1348,57.3,48,False,False,False,False,False,False,False,True,9.599999999999966,77240.4,0,0.7445334196122839,0.44444444444443865,0.18972332015810275,45,0.19607843137254902
1738,28.7,51,False,False,False,False,False,False,True,False,9.600000000000025,49880.6,0,0.4371669048325201,0.4444444444444517,0.2015810276679842,49,0.21176470588235294
1618,36.2,53,False,False,False,False,False,False,False,True,9.600000000000025,58571.600000000006,0,0.5348036704503583,0.4444444444444517,0.20948616600790515,50,0.21568627450980393
1489,41.7,56,False,False,False,False,False,False,False,True,9.700000000000044,62091.3,0,0.5743448192186363,0.4666666666666779,0.22134387351778656,53,0.22745098039215686
1412,57.9,59,False,False,False,False,False,False,False,True,9.600000000000025,81754.8,0,0.7952492652808111,0.4444444444444517,0.233201581027668,56,0.23921568627450981
2065,18.1,62,False,False,False,False,False,False,False,True,9.600000000000025,37376.5,0,0.29669286491053054,0.4444444444444517,0.2450592885375494,59,0.25098039215686274
1571,33.1,65,False,False,False,False,False,False,True,False,9.600000000000025,52000.100000000006,0,0.4609778730441192,0.4444444444444517,0.25691699604743085,63,0.26666666666666666
1423,48.7,67,False,False,False,False,False,False,False,True,9.600000000000025,69300.1,0,0.6553301967339823,0.4444444444444517,0.2648221343873518,64,0.27058823529411763
1781,24.9,70,False,False,False,False,False,True,False,False,9.5,44346.9,0,0.3750000000000001,0.4222222222222243,0.2766798418972332,65,0.27450980392156865
1321,46.9,75,False,False,False,False,False,False,True,False,9.5,61954.9,0,0.5728124691058446,0.4222222222222243,0.2964426877470356,73,0.3058823529411765
1546,36.7,77,False,False,False,False,False,False,True,False,9.5,56738.2,0,0.5142068178345781,0.4222222222222243,0.30434782608695654,75,0.3137254901960784
1879,22.4,79,False,False,False,False,False,False,False,True,9.5,42089.6,0,0.34964095374190013,0.4222222222222243,0.31225296442687744,76,0.3176470588235294
1735,28.9,82,False,False,False,False,False,True,False,False,9.5,50141.5,0,0.44009791762157696,0.4222222222222243,0.3241106719367589,77,0.3215686274509804
1506,38.8,87,False,False,False,False,False,False,True,False,9.5,58432.8,0,0.5332443581654939,0.4222222222222243,0.3438735177865613,85,0.35294117647058826
1629,32.3,89,False,False,False,False,False,True,False,False,9.600000000000025,52616.7,0,0.4679049044191,0.4444444444444517,0.35177865612648224,84,0.34901960784313724
1694,28.7,94,False,False,False,False,False,False,True,False,9.600000000000025,48617.8,0,0.42298030862699637,0.4444444444444517,0.3715415019762846,92,0.3803921568627451
1541,37.0,96,False,False,False,False,False,False,True,False,9.5,57017.0,0,0.517338923490343,0.4222222222222243,0.3794466403162055,94,0.38823529411764707
1514,44.6,98,False,False,False,False,False,False,True,False,9.600000000000025,67524.40000000001,0,0.6353815596717807,0.4444444444444517,0.38735177865612647,96,0.396078431372549
1485,45.9,100,False,False,False,False,False,False,True,False,9.599999999999966,68161.5,0,0.6425388929332148,0.44444444444443865,0.3952569169960474,98,0.403921568627451
1430,55.0,102,False,False,False,False,False,False,True,False,9.600000000000025,78650.0,0,0.7603692020095806,0.4444444444444517,0.4031620553359684,100,0.4117647058823529
1771,27.1,104,False,False,False,False,False,False,True,False,9.5,47994.100000000006,0,0.41597351415963413,0.4222222222222243,0.41106719367588934,102,0.4196078431372549
1481,41.9,106,False,False,False,False,False,False,True,False,9.600000000000025,62053.9,0,0.5739246587038387,0.4444444444444517,0.4189723320158103,104,0.42745098039215684
1483,43.8,108,False,False,False,False,False,True,False,False,9.5,64955.4,0,0.6065208013157541,0.4222222222222243,0.4268774703557312,103,0.4235294117647059
1463,45.1,113,False,False,False,False,False,True,False,False,9.5,65981.3,0,0.6180460064529466,0.4222222222222243,0.44664031620553357,108,0.44313725490196076
1410,48.3,118,False,False,False,False,False,False,True,False,9.599999999999966,68103.0,0,0.6418816899889456,0.44444444444443865,0.466403162055336,116,0.4745098039215686
1656,34.3,120,False,False,False,False,False,False,True,False,9.5,56800.8,0,0.514910081156138,0.4222222222222243,0.4743083003952569,118,0.4823529411764706
1487,39.2,122,False,False,False,False,False,False,False,True,9.600000000000025,58290.4,0,0.5316446026225207,0.4444444444444517,0.48221343873517786,119,0.48627450980392156
1509,46.6,125,False,False,False,False,False,True,False,False,9.599999999999966,70319.40000000001,0,0.6667812558979753,0.44444444444443865,0.49407114624505927,120,0.49019607843137253
1677,30.1,130,False,False,False,False,False,True,False,False,9.599999999999966,50477.7,0,0.4438748685594111,0.44444444444443865,0.5138339920948617,125,0.5098039215686274
1450,55.0,135,False,False,False,False,False,False,True,False,9.5,79750.0,0,0.7727268642095141,0.4222222222222243,0.5335968379446641,133,0.5411764705882353
1413,43.0,137,False,False,False,False,False,False,False,True,9.5,60759.0,0,0.5593774434468441,0.4222222222222243,0.541501976284585,134,0.5450980392156862
1680,33.8,140,False,False,False,False,False,False,True,False,9.599999999999966,56783.99999999999,0,0.5147213459516299,0.44444444444443865,0.5533596837944664,138,0.5607843137254902
1678,30.5,142,False,False,False,False,False,False,True,False,9.5,51179.0,0,0.4517534399237869,0.4222222222222243,0.5612648221343873,140,0.5686274509803921
1408,44.0,144,False,False,False,False,False,False,False,True,9.5,61952.0,0,0.5727798898145902,0.4222222222222243,0.5691699604743083,141,0.5725490196078431
1376,52.1,147,False,False,False,False,False,False,False,True,9.5,71689.6,0,0.682174409303747,0.4222222222222243,0.5810276679841897,144,0.5843137254901961
1526,46.4,150,False,False,False,False,False,False,True,False,9.600000000000025,70806.4,0,0.6722523299810366,0.4444444444444517,0.5928853754940712,148,0.6
1587,32.6,152,False,False,False,False,False,False,False,True,9.600000000000025,51736.2,0,0.4580131575399714,0.4444444444444517,0.6007905138339921,149,0.6039215686274509
1351,58.2,155,False,False,False,False,False,False,True,False,9.599999999999966,78628.2,0,0.7601242956132546,0.44444444444443865,0.6126482213438735,153,0.6196078431372549
1501,38.0,157,False,False,False,False,False,False,False,True,9.5,57038.0,0,0.5175748424959782,0.4222222222222243,0.6205533596837944,154,0.6235294117647059
1601,35.8,160,False,False,False,False,False,False,True,False,9.599999999999966,57315.8,0,0.5206957139133795,0.44444444444443865,0.6324110671936759,158,0.6392156862745098
1573,39.7,162,False,False,False,False,False,False,False,True,9.600000000000025,62448.100000000006,0,0.5783531954667602,0.4444444444444517,0.6403162055335968,159,0.6431372549019608
1584,36.7,165,False,False,False,False,False,False,False,True,9.5,58132.8,0,0.5298740866564211,0.4222222222222243,0.6521739130434783,162,0.6549019607843137
1649,33.6,168,False,False,False,False,False,False,True,False,9.5,55406.4,0,0.4992450591819678,0.4222222222222243,0.6640316205533597,166,0.6705882352941176
1183,61.4,170,False,False,False,False,False,False,False,True,9.5,72636.2,0,0.6928087393387078,0.4222222222222243,0.6719367588932806,167,0.6745098039215687
2151,17.5,173,False,False,False,False,False,False,True,False,9.599999999999966,37642.5,0,0.2996811723152418,0.44444444444443865,0.6837944664031621,171,0.6901960784313725
1526,45.6,175,False,False,False,False,False,False,True,False,9.600000000000025,69585.6,0,0.6585375717867833,0.4444444444444517,0.691699604743083,173,0.6980392156862745
1611,29.0,177,False,False,False,False,False,False,False,True,9.599999999999966,46719.0,0,0.4016487368222384,0.44444444444443865,0.6996047430830039,174,0.7019607843137254
1601,31.7,180,False,False,False,False,False,False,True,False,9.599999999999966,50751.7,0,0.4469530498710309,0.44444444444443865,0.7114624505928854,178,0.7176470588235294
1560,40.8,182,False,False,False,False,False,False,True,False,9.699999999999989,63647.99999999999,0,0.5918331580792149,0.4666666666666656,0.7193675889328063,180,0.7254901960784313
1544,41.9,184,False,False,False,False,False,False,True,False,9.700000000000044,64693.6,0,0.6035796777121699,0.4666666666666779,0.7272727272727273,182,0.7333333333333333
1560,42.3,186,False,False,False,False,False,False,False,True,9.600000000000025,65988.0,0,0.6181212758499826,0.4444444444444517,0.7351778656126482,183,0.7372549019607844
1423,44.2,189,False,False,False,False,False,False,True,False,9.600000000000025,62896.600000000006,0,0.5833917513728241,0.4444444444444517,0.7470355731225297,187,0.7529411764705882
1614,33.5,191,False,False,False,False,False,False,True,False,9.700000000000044,54069.0,0,0.4842203887945213,0.4666666666666779,0.7549407114624506,189,0.7607843137254902
1457,35.1,193,False,False,False,False,False,False,False,True,9.700000000000044,51140.7,0,0.451323168594462,0.4666666666666779,0.7628458498023716,190,0.7647058823529411
1503,42.2,196,False,False,False,False,False,False,True,False,9.700000000000044,63426.600000000006,0,0.5893458977055193,0.4666666666666779,0.7747035573122529,194,0.7803921568627451
1484,38.0,198,False,False,False,False,False,True,False,False,9.700000000000044,56392.0,0,0.5103175245131081,0.4666666666666779,0.782608695652174,193,0.7764705882352941
1540,39.9,203,False,False,False,False,False,False,True,False,9.599999999999966,61446.0,0,0.5670953652026207,0.44444444444443865,0.8023715415019763,201,0.807843137254902
1405,52.1,205,False,False,False,False,False,True,False,False,9.599999999999966,73200.5,0,0.6991482200472737,0.44444444444443865,0.8102766798418972,200,0.803921568627451
1518,36.4,0,False,False,False,False,False,False,True,False,9.599999999999966,55255.2,0,0.497546442341395,0.44444444444443865,0.0,-2,0.011764705882352941
1527,41.4,2,False,False,False,False,False,False,True,False,9.599999999999966,63217.8,0,0.5870001887352045,0.44444444444443865,0.007905138339920948,0,0.0196078431372549
1377,55.3,4,False,False,False,False,False,False,True,False,9.599999999999966,76148.09999999999,0,0.7322622610477499,0.44444444444443865,0.015810276679841896,2,0.027450980392156862
1537,37.5,6,False,False,False,False,False,False,False,True,9.699999999999989,57637.5,0,0.5243097683949419,0.4666666666666656,0.023715415019762844,3,0.03137254901960784
1409,43.2,9,False,False,False,False,False,False,False,True,9.699999999999989,60868.8,0,0.5606109628191648,0.4666666666666656,0.03557312252964427,6,0.043137254901960784
1393,56.1,12,False,False,False,False,False,False,True,False,9.599999999999966,78147.3,0,0.7547217503842111,0.44444444444443865,0.04743083003952569,10,0.058823529411764705
1448,36.8,14,False,False,False,False,False,False,True,False,9.5,53286.4,0,0.4754284738511869,0.4222222222222243,0.05533596837944664,12,0.06666666666666667
1418,49.3,16,False,False,False,False,False,False,True,False,9.600000000000025,69907.4,0,0.6621527496921819,0.4444444444444517,0.06324110671936758,14,0.07450980392156863
1743,24.1,18,False,False,False,False,False,False,False,True,9.600000000000025,42006.3,0,0.3487051416862143,0.4444444444444517,0.07114624505928854,15,0.0784313725490196
1394,47.4,21,False,False,False,False,False,False,False,True,9.600000000000025,66075.59999999999,0,0.6191053951306317,0.4444444444444517,0.08300395256916997,18,0.09019607843137255
1523,39.2,24,False,False,False,False,False,False,True,False,9.5,59701.600000000006,0,0.547498359801199,0.4222222222222243,0.09486166007905138,22,0.10588235294117647
1353,59.4,26,False,False,False,False,False,False,True,False,9.600000000000025,80368.2,0,0.7796718703658767,0.4444444444444517,0.10276679841897234,24,0.11372549019607843
1447,46.5,28,False,False,False,False,False,False,False,True,9.599999999999966,67285.5,0,0.6326977001267222,0.44444444444443865,0.11067193675889328,25,0.11764705882352941
1570,34.0,31,False,False,False,False,False,False,True,False,9.599999999999966,53380.0,0,0.4764799985620175,0.44444444444443865,0.1225296442687747,29,0.13333333333333333
1494,38.5,33,False,False,False,False,False,False,False,True,9.599999999999966,57519.0,0,0.5229785111488582,0.44444444444443865,0.13043478260869565,30,0.13725490196078433
1621,34.1,36,False,False,False,False,False,False,True,False,9.599999999999966,55276.100000000006,0,0.49778123792319384,0.44444444444443865,0.1422924901185771,34,0.15294117647058825
1769,26.1,38,False,False,False,False,False,False,True,False,9.600000000000025,46170.9,0,0.39549125077516256,0.4444444444444517,0.15019762845849802,36,0.1607843137254902
1282,66.1,40,False,False,False,False,False,False,True,False,9.600000000000025,84740.2,0,0.8287879604914306,0.4444444444444517,0.15810276679841898,38,0.16862745098039217
1581,30.3,42,False,False,False,False,False,False,True,False,9.600000000000025,47904.3,0,0.41496467955458494,0.4444444444444517,0.16600790513833993,40,0.17647058823529413
1656,32.7,44,False,False,False,False,False,False,True,False,9.5,54151.2,0,0.4851438431880072,0.4222222222222243,0.17391304347826086,42,0.1843137254901961
1648,31.7,46,False,False,False,False,False,False,True,False,9.599999999999966,52241.6,0,0.46369094160892277,0.44444444444443865,0.18181818181818182,44,0.19215686274509805
1639,31.4,48,False,False,False,False,False,False,True,False,9.5,51464.6,0,0.45496193840042426,0.4222222222222243,0.18972332015810275,46,0.2
1348,54.8,50,False,False,False,False,False,False,True,False,9.5,73870.4,0,0.7066740363270332,0.4222222222222243,0.1976284584980237,48,0.20784313725490197
1537,33.3,52,False,False,False,False,False,False,True,False,9.5,51182.1,0,0.4517882660627141,0.4222222222222243,0.20553359683794467,50,0.21568627450980393
1270,61.0,54,False,False,False,False,False,False,False,True,9.5,77470.0,0,0.7471128007405611,0.4222222222222243,0.2134387351778656,51,0.2196078431372549
1662,34.4,57,False,False,False,False,False,False,True,False,9.600000000000025,57172.8,0,0.5190892178273883,0.4444444444444517,0.22529644268774704,55,0.23529411764705882
1471,40.2,59,False,False,False,False,False,False,False,True,9.600000000000025,59134.2,0,0.5411240529537059,0.4444444444444517,0.233201581027668,56,0.23921568627450981
1337,45.8,62,False,False,False,False,False,False,True,False,9.5,61234.6,0,0.5647204472125609,0.4222222222222243,0.2450592885375494,60,0.2549019607843137
1877,24.8,64,False,False,False,False,False,True,False,False,9.5,46549.6,0,0.3997456568434487,0.4222222222222243,0.25296442687747034,59,0.25098039215686274
1519,44.6,69,False,False,False,False,False,False,True,False,9.599999999999966,67747.40000000001,0,0.6378867948268581,0.44444444444443865,0.2727272727272727,67,0.2823529411764706
1378,47.3,71,False,False,False,False,False,False,True,False,9.599999999999966,65179.4,0,0.6090372707091951,0.44444444444443865,0.28063241106719367,69,0.2901960784313726
1696,27.5,73,False,False,False,False,False,False,True,False,9.5,46640.0,0,0.4007612319915159,0.4222222222222243,0.2885375494071146,71,0.2980392156862745
1376,50.8,75,False,False,False,False,False,False,True,False,9.400000000000034,69900.8,0,0.6620786037189823,0.40000000000000996,0.2964426877470356,73,0.3058823529411765
1807,24.2,77,False,False,False,False,False,False,True,False,9.5,43729.4,0,0.3680628578104919,0.4222222222222243,0.30434782608695654,75,0.3137254901960784
1598,32.8,79,False,False,False,False,False,False,True,False,9.400000000000034,52414.4,0,0.4656322179981487,0.40000000000000996,0.31225296442687744,77,0.3215686274509804
1565,40.2,81,False,False,False,False,False,False,True,False,9.400000000000034,62913.00000000001,0,0.5835759928819868,0.40000000000000996,0.3201581027667984,79,0.32941176470588235
1387,50.6,83,False,False,False,False,False,False,True,False,9.5,70182.2,0,0.6652399183944925,0.4222222222222243,0.32806324110671936,81,0.33725490196078434
1395,48.0,85,False,False,False,False,False,False,True,False,9.300000000000011,66960.0,0,0.6290409555393783,0.377777777777783,0.3359683794466403,83,0.34509803921568627
1302,62.9,87,False,False,False,False,False,False,False,True,9.399999999999975,81895.8,0,0.7968332928900753,0.3999999999999969,0.3438735177865613,84,0.34901960784313724
1397,55.2,90,False,False,False,False,False,False,False,True,9.399999999999975,77114.40000000001,0,0.7431179055784736,0.3999999999999969,0.3557312252964427,87,0.3607843137254902
1313,52.9,93,False,False,False,False,False,False,True,False,9.399999999999975,69457.7,0,0.6571007127000817,0.3999999999999969,0.3675889328063241,91,0.3764705882352941
1505,35.9,95,False,False,False,False,False,False,True,False,9.399999999999975,54029.5,0,0.4837766363791601,0.3999999999999969,0.37549407114624506,93,0.3843137254901961
1483,44.0,97,False,False,False,False,False,True,False,False,9.399999999999975,65252.0,0,0.6098528764143907,0.3999999999999969,0.383399209486166,92,0.3803921568627451
1358,60.4,102,False,False,False,False,False,True,False,False,9.5,82023.2,0,0.7982645348575949,0.4222222222222243,0.4031620553359684,97,0.4
1735,27.0,107,False,False,False,False,False,False,False,True,9.399999999999975,46845.0,0,0.40306425085604897,0.3999999999999969,0.42292490118577075,104,0.42745098039215684
1416,48.5,110,False,False,False,False,False,False,False,True,9.300000000000011,68676.0,0,0.6483189085712745,0.377777777777783,0.43478260869565216,107,0.4392156862745098
1740,31.1,113,False,False,False,False,False,False,True,False,9.300000000000011,54114.0,0,0.4847259295208822,0.377777777777783,0.44664031620553357,111,0.4549019607843137
1692,27.4,115,False,False,False,False,False,False,True,False,9.300000000000011,46360.8,0,0.39762463264040554,0.377777777777783,0.45454545454545453,113,0.4627450980392157
1507,42.5,117,False,False,False,False,False,False,True,False,9.300000000000011,64047.5,0,0.5963212363054634,0.377777777777783,0.4624505928853755,115,0.47058823529411764
1521,35.0,119,False,False,False,False,False,False,False,True,9.200000000000044,53235.0,0,0.474851033999299,0.3555555555555682,0.47035573122529645,116,0.4745098039215686
1379,54.5,122,False,False,False,False,False,False,True,False,9.200000000000044,75155.5,0,0.7211111560480646,0.3555555555555682,0.48221343873517786,120,0.49019607843137253
1523,38.5,124,False,False,False,False,False,False,True,False,9.200000000000044,58635.5,0,0.5355215382817907,0.3555555555555682,0.4901185770750988,122,0.4980392156862745
1571,33.6,126,False,False,False,False,False,True,False,False,9.200000000000044,52785.600000000006,0,0.46980236727870806,0.3555555555555682,0.4980237154150198,121,0.49411764705882355
1547,50.7,131,False,False,False,False,False,True,False,False,9.100000000000025,78432.90000000001,0,0.7579302488608484,0.33333333333334203,0.5177865612648221,126,0.5137254901960784
1347,54.3,136,False,False,False,False,False,False,False,True,9.199999999999989,73142.09999999999,0,0.6984921405268408,0.35555555555555596,0.5375494071146245,133,0.5411764705882353
1560,30.2,139,False,False,False,False,False,False,True,False,9.199999999999989,47112.0,0,0.4060637924991237,0.35555555555555596,0.549407114624506,137,0.5568627450980392
1384,48.6,141,False,False,False,False,False,False,True,False,9.199999999999989,67262.40000000001,0,0.6324381892205237,0.35555555555555596,0.5573122529644269,139,0.5647058823529412
1841,24.6,143,False,False,False,False,False,False,True,False,9.199999999999989,45288.600000000006,0,0.3855792822669795,0.35555555555555596,0.5652173913043478,141,0.5725490196078431
1418,42.7,147,False,False,False,False,False,False,True,False,9.199999999999989,60548.600000000006,0,0.5570137596951478,0.35555555555555596,0.5810276679841897,145,0.5882352941176471
1775,26.6,149,False,False,False,False,False,False,True,False,9.199999999999989,47215.0,0,0.40722091905057206,0.35555555555555596,0.5889328063241107,147,0.596078431372549
1406,48.4,151,False,False,False,False,False,False,True,False,9.100000000000025,68050.4,0,0.6412907690510213,0.33333333333334203,0.5968379446640316,149,0.6039215686274509
1480,43.7,153,False,False,False,False,False,False,True,False,9.299999999999956,64676.00000000001,0,0.6033819551169711,0.3777777777777707,0.6047430830039525,151,0.611764705882353
1412,45.3,155,False,False,False,False,False,False,True,False,9.199999999999989,63963.6,0,0.5953786837067595,0.35555555555555596,0.6126482213438735,153,0.6196078431372549
1913,22.5,157,False,False,False,False,False,True,False,False,9.199999999999989,43042.5,0,0.36034605947855164,0.35555555555555596,0.6205533596837944,152,0.615686274509804
1629,37.6,162,False,False,False,False,False,False,True,False,9.199999999999989,61250.4,0,0.5648979481787054,0.35555555555555596,0.6403162055335968,160,0.6470588235294118
1939,21.4,164,False,False,False,False,False,False,True,False,9.300000000000011,41494.6,0,0.3429565819155725,0.377777777777783,0.6482213438735178,162,0.6549019607843137
1541,36.2,166,False,False,False,False,False,True,False,False,9.199999999999989,55784.2,0,0.5034893544357266,0.35555555555555596,0.6561264822134387,161,0.6509803921568628
1330,54.4,171,False,False,False,False,False,False,True,False,9.100000000000025,72352.0,0,0.6896159687957796,0.33333333333334203,0.6758893280632411,169,0.6823529411764706
1490,38.8,173,False,False,False,False,False,False,False,True,9.100000000000025,57811.99999999999,0,0.5262701429893859,0.33333333333334203,0.6837944664031621,170,0.6862745098039216
1383,44.5,176,False,False,False,False,False,False,True,False,9.199999999999989,61543.5,0,0.5681907034430694,0.35555555555555596,0.6956521739130435,174,0.7019607843137254
1468,52.7,178,False,False,False,False,False,False,True,False,9.199999999999989,77363.6,0,0.7459174777786767,0.35555555555555596,0.7035573122529645,176,0.7098039215686275
1444,46.0,180,False,False,False,False,False,False,False,True,9.099999999999966,66424.0,0,0.6230194037765016,0.333333333333329,0.7114624505928854,177,0.7137254901960784
1363,53.1,183,False,False,False,False,False,False,True,False,9.100000000000025,72375.3,0,0.689877726549651,0.33333333333334203,0.7233201581027668,181,0.7294117647058823
1617,33.2,185,False,False,False,False,False,False,True,False,9.099999999999966,53684.4,0,0.47989970071989013,0.333333333333329,0.7312252964426877,183,0.7372549019607844
1694,31.1,187,False,False,False,False,False,False,False,True,9.199999999999989,52683.4,0,0.4686542281179506,0.35555555555555596,0.7391304347826086,184,0.7411764705882353
1815,27.0,190,False,False,False,False,False,False,True,False,9.199999999999989,49005.0,0,0.4273302057213729,0.35555555555555596,0.7509881422924901,188,0.7568627450980392
2041,19.2,194,False,False,False,False,False,True,False,False,9.099999999999966,39187.2,0,0.31703470031545744,0.333333333333329,0.766798418972332,189,0.7607843137254902
1671,26.8,199,False,False,False,False,False,False,True,False,9.100000000000025,44782.8,0,0.37989700450268277,0.33333333333334203,0.7865612648221344,197,0.792156862745098
1416,46.6,201,False,False,False,False,False,False,False,True,9.100000000000025,65985.6,0,0.61809431367791,0.33333333333334203,0.7944664031620553,198,0.796078431372549
1600,36.0,204,False,False,False,False,False,False,False,True,9.100000000000025,57600.0,0,0.5238884844563079,0.33333333333334203,0.8063241106719368,201,0.807843137254902
2595,13.7,207,False,False,False,False,False,False,True,False,9.100000000000025,35551.5,0,0.2761903798970045,0.33333333333334203,0.8181818181818182,205,0.8235294117647058
1465,42.9,209,False,False,False,False,False,False,False,True,9.0,62848.5,0,0.5828513845075359,0.3111111111111146,0.8260869565217391,206,0.8274509803921568
1681,27.4,212,False,False,False,False,False,False,False,True,9.100000000000025,46059.4,0,0.3942386331976238,0.33333333333334203,0.8379446640316206,209,0.8392156862745098
1457,39.6,215,False,False,False,False,False,False,True,False,9.0,57697.2,0,0.5249804524252474,0.3111111111111146,0.849802371541502,213,0.8549019607843137
1454,44.1,217,False,False,False,False,False,True,False,False,9.100000000000025,64121.4,0,0.5971514465205319,0.33333333333334203,0.857707509881423,212,0.8509803921568627
1558,32.6,0,False,False,False,False,False,False,True,False,9.100000000000025,50790.8,0,0.4473923085910468,0.33333333333334203,0.0,-2,0.011764705882352941
1756,30.7,2,False,False,False,False,False,True,False,False,9.100000000000025,53909.2,0,0.4824251575040218,0.33333333333334203,0.007905138339920948,-3,0.00784313725490196
1564,36.8,7,False,False,False,False,False,False,True,False,9.0,57555.2,0,0.5233851905776196,0.3111111111111146,0.02766798418972332,5,0.0392156862745098
1455,55.3,9,False,False,False,False,False,False,True,False,9.099999999999966,80461.5,0,0.7807200248051983,0.333333333333329,0.03557312252964427,7,0.047058823529411764
2280,15.7,11,False,False,False,False,False,False,False,True,8.900000000000034,35796.0,0,0.2789371511768988,0.2888888888889003,0.043478260869565216,8,0.050980392156862744
1433,48.1,14,False,False,False,False,False,False,False,True,8.899999999999977,68927.3,0,0.6511420726720412,0.28888888888888764,0.05533596837944664,11,0.06274509803921569
1513,38.0,17,False,False,False,False,False,False,True,False,8.899999999999977,57494.0,0,0.5226976551897687,0.28888888888888764,0.06719367588932806,15,0.0784313725490196
1507,41.8,19,False,False,False,False,False,False,True,False,8.899999999999977,62992.6,0,0.5844702382557273,0.28888888888888764,0.07509881422924901,17,0.08627450980392157
1480,43.5,21,False,False,False,False,False,False,True,False,9.0,64380.0,0,0.6000566205613524,0.3111111111111146,0.08300395256916997,19,0.09411764705882353
1470,40.1,23,False,False,False,False,False,True,False,False,8.899999999999977,58947.0,0,0.5390210035320445,0.28888888888888764,0.09090909090909091,18,0.09019607843137255
1540,36.6,28,False,False,False,False,False,False,True,False,9.0,56364.0,0,0.510002965838928,0.3111111111111146,0.11067193675889328,26,0.12156862745098039
1212,67.9,30,False,False,False,False,False,True,False,False,9.0,82294.8,0,0.801315753997142,0.3111111111111146,0.11857707509881422,25,0.11764705882352941
1417,46.9,35,False,False,False,False,False,False,True,False,9.0,66457.3,0,0.6233935039140087,0.3111111111111146,0.1383399209486166,33,0.14901960784313725
1666,34.9,37,False,False,False,False,False,False,False,True,8.900000000000034,58143.4,0,0.5299931695830751,0.2888888888889003,0.14624505928853754,34,0.15294117647058825
1666,27.2,40,False,False,False,False,False,False,True,False,9.0,45315.2,0,0.3858781130074505,0.3111111111111146,0.15810276679841898,38,0.16862745098039217
1489,45.8,42,False,False,False,False,False,False,True,False,9.0,68196.2,0,0.6429287210044308,0.3111111111111146,0.16600790513833993,40,0.17647058823529413
1850,27.7,44,False,False,False,False,False,False,False,True,9.099999999999966,51245.0,0,0.45249489965578293,0.333333333333329,0.17391304347826086,41,0.1803921568627451
